Date,Content
2019-09-24,China’s Tesla rival will cut its global staff by 20% 
2019-09-24,"After $5 billion in losses, ""China's Tesla"" battles for survival "
2019-09-24,It took Tesla about 15 years to rack up $5 billion in losses. Its Chinese rival did it in 4 years. 
2019-09-23,It took Tesla about 15 years to rack up $5 billion in losses. The company known as China’s Tesla did it in four 
2019-09-22,It took Tesla about 15 years to rack up $5 billion in losses. The company known as China’s Tesla did it in four 
2019-09-22,Grab is facing off against Tesla taxis in Indonesia 
2019-09-21,A judge has rejected a request by the board of Tesla to dismiss a stockholder complaint over an “excessive” 2018 performance award to CEO Elon Musk 
2019-09-20,"Tesla’s Model 3 earned a coveted Top Safety Pick+ award from the Insurance Institute for Highway Safety, after the sedan performed better in a crash test than the Model S "
2019-09-20,"Tesla’s Model 3 earned a coveted Top Safety Pick+ award from the Insurance Institute for Highway Safety, after the sedan performed better in a crash test than the Model S "
2019-09-20,"Tesla’s Model 3 earned a coveted Top Safety Pick+ award from the Insurance Institute for Highway Safety, after the sedan performed better in a crash test than the Model S "
2019-09-19,Tesla’s Model 3 earned a coveted Top Safety Pick+ award from the Insurance Institute for Highway Safety 
2019-09-19,Tesla’s Model 3 earned a coveted Top Safety Pick+ award from the Insurance Institute for Highway Safety 
2019-09-15,Porsche unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-14,Porsche unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-13,A battle is unfolding between two of the biggest names in the automobile world: Porsche and Tesla 
2019-09-13,A battle is unfolding between two of the biggest names in the automobile world: Porsche and Tesla 
2019-09-13,A battle is unfolding between two of the biggest names in the automobile world: Porsche and Tesla 
2019-09-11,"A new renewable-energy complex in Australia includes a battery far bigger than a nearby Tesla design, which is billed as the world’s largest lithium-ion battery "
2019-09-10,"Tesla has applied for a permit that hints that the electric-car maker could be planning another assembly line at its plant in Fremont, California "
2019-09-10,Tesla CEO Elon Musk is deposed in a class-action lawsuit over the Tesla SolarCity merger 
2019-09-09,"Tesla has applied for a permit that hints that the electric-car maker could be planning another assembly line at its plant in Fremont, California "
2019-09-09,Porsche unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-09,Tesla CEO Elon Musk is deposed in a class-action lawsuit over the Tesla SolarCity merger 
2019-09-09,Porsche unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-08,Porsche unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-08,"Tesla will permanently waive the $1,500 solar removal fee requirement for the rest of September, Elon Musk tweets "
2019-09-08,"Tesla will permanently waive the $1,500 solar removal fee requirement for the rest of September, Elon Musk tweets "
2019-09-07,"Tesla will permanently waive the $1,500 solar removal fee requirement for the rest of September, Elon Musk tweets "
2019-09-05,An early Tesla investor is backing a coffee startup that makes machines that allow shop owners to roast coffee in store 
2019-09-04,U.S. safety investigators found Tesla’s design of its automated driver-assist system was partly to blame for a crash in 2018 
2019-09-04,Porsche today unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-04,"World debut: The Porsche Taycan Turbo is $150,000 worth of trouble for Tesla "
2019-09-04,Porsche today unveils its first-ever electric car in its battle to steal a market that Tesla built 
2019-09-03,"The driver of a Tesla car that slammed into a fire truck last year while using the car's Autopilot feature was looking down at what appeared to be a mobile phone, according to a witness "
2019-09-03,Tesla’s recent progress in a few key initiatives is music to the ears of one analyst 
2019-09-02,"""Tesla killers"" are having a really hard time killing Tesla "
2019-09-02,"Elon Musk won tax exemption for Tesla in China, promoted his Boring Co. project and even drew praise on social media for staying at a mid-range hotel "
2019-09-02,"Tesla batteries are keeping Zimbabwe's economy humming
"
2019-09-01,"Tesla batteries are keeping Zimbabwe's economy humming
"
2019-09-01,"Tesla batteries are keeping Zimbabwe's economy humming
"
2019-09-01,"Tesla batteries are keeping Zimbabwe's economy humming
"
2019-09-01,"""Tesla killers"" are having a really hard time killing Tesla "
2019-09-01,Here's how Zimbabweans are relying on Tesla to help them pay their bills 
2019-08-31,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-31,Tesla's Elon Musk shares vision of moving traffic underground in China 
2019-08-30,"Tesla has won exemption from a 10% Chinese tax on automotive sales, following Elon Musk's visit to the country "
2019-08-30,Tesla raises the price of its Model 3 and other vehicles in China 
2019-08-29,"Demand for Tesla Inc’s Model 3 sedan has been steady in Europe, and should help offset some weakness seen in China, according to this analyst "
2019-08-29,"Tesla solar panels caught fire, and fingers are pointing "
2019-08-29,"Tesla solar panels caught fire, and fingers are pointing "
2019-08-29,"Tesla began offering auto insurance in California, touting rates as much as 30% lower without offering much detail "
2019-08-26,Amphenol rejects suggestion its products caused the solar-equipment fires on store roofs that prompted Walmart to sue Tesla's energy business 
2019-08-26,Tesla will raise vehicle prices in China this week because of the trade war's effect on the currency 
2019-08-26,Amphenol rejects suggestion its products caused the solar-equipment fires on store roofs that prompted Walmart to sue Tesla's energy business 
2019-08-25,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-25,"In its search for a potential factory location in Europe, Tesla examined areas in Germany’s state of North Rhine-Westphalia "
2019-08-25,Amazon joins Walmart in saying Tesla solar panels had caught fire 
2019-08-25,Amazon joins Walmart in saying Tesla solar panels had caught fire 
2019-08-25,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-24,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-24,Amazon joins Walmart in saying Tesla solar panels had caught fire 
2019-08-24,Amazon joins Walmart in saying Tesla solar panels had caught fire 
2019-08-24,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-23,Amazon joins Walmart in saying Tesla solar panels had caught fire 
2019-08-23,"David Einhorn, a well-known Tesla critic, wants Elon Musk to resign over the controversy over the company’s solar panels "
2019-08-23,Walmart's lawsuit against Tesla over fires at more than a half-dozen stores threatens to undermine the carmaker's latest bid to reboot its struggling solar unit 
2019-08-23,"Tesla agrees to buy batteries from LG for its China factory, sources say "
2019-08-23,Walmart's lawsuit against Tesla over fires at more than a half-dozen stores threatens to undermine the carmaker's latest bid to reboot its struggling solar unit 
2019-08-23,"Tesla agrees to buy batteries from LG for its China factory, sources say "
2019-08-21,"Walmart sues Tesla claiming it failed to live up to industry standards in the installation of solar panels on top of hundreds of stores, resulting in multiple fires "
2019-08-21,"Walmart is suing Tesla's energy operations, claiming that solar panels SolarCity installed on the roof at hundreds of stores led to at least seven fires "
2019-08-20,"Walmart is suing Tesla's energy operations, claiming that solar panels SolarCity installed on the roof at hundreds of stores led to at least seven fires "
2019-08-20,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-20,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-20,"New electric vehicles dubbed ""Tesla killers"" are having a hard time killing Tesla in the U.S. market "
2019-08-20,"New electric vehicles dubbed ""Tesla killers"" are having a hard time killing Tesla in the U.S. market "
2019-08-19,"""Tesla killers"" are having a really hard time killing Tesla "
2019-08-19,Jaguar and Audi SUVs fail to dent Tesla’s electric-car dominance 
2019-08-18,Tesla has another new plan to revive its foundering solar division: rentals 
2019-08-18,Tesla has another new plan to revive its foundering solar division: rentals 
2019-08-18,"Tesla will bring its solar tech business to Europe next year, according to CEO Elon Musk "
2019-08-16,"Electric cars are gaining market share in California, with Tesla registrations leading the way "
2019-08-16,"Electric cars are gaining market share in California, with Tesla registrations leading the way "
2019-08-15,"Electric cars are gaining market share in California, with Tesla registrations leading the way "
2019-08-15,"Tesla’s executive turnover is particularly acute among those reporting to CEO Elon Musk, a Bernstein analyst says "
2019-08-14,"Tiffany, a toymaker and Tesla make the cut in clean energy ETF "
2019-08-14,"Tesla’s executive turnover is particularly acute among those reporting to CEO Elon Musk, a Bernstein analyst says "
2019-08-14,"Tesla has become the most profitable short bet in the U.S., with bears reaping a whopping $2.75 billion of gains this year "
2019-08-11,There's one metal worrying Tesla and the EV battery supply chain 
2019-08-10,There's one metal worrying Tesla and the EV battery supply chain 
2019-08-09,An early Tesla backer shares her investing secrets 
2019-08-09,An early Tesla backer shares her investing secrets 
2019-08-08,"Records suggest the National Highway Traffic Safety Administration may be preparing a formal investigation into Tesla's Autopilot, a former agency official says "
2019-08-07,Tesla scrutinized by U.S. agency over Model 3 safety claims 
2019-08-05,There's one metal worrying Tesla and the EV battery supply chain 
2019-08-05,There's one metal worrying Tesla and the EV battery supply chain 
2019-08-05,There's one metal worrying Tesla and the EV battery supply chain 
2019-08-04,Tesla cars may soon stream Netflix and YouTube when they're not moving 
2019-08-04,Tesla will pay China $323 million a year in tax for factory site 
2019-08-03,Tesla will pay China $323 million a year in tax for factory site 
2019-08-02,A road trip in a Tesla is less fun than you'd think #BloombergSummer 
2019-08-01,Tesla was sued for the second time in three months by the family of a car owner who was killed in a crash while using Autopilot 
2019-07-30,"Elon Musk tweeted a Tesla production number, the first test case of whether his SEC settlement has made him more disciplined on social media "
2019-07-30,Elon Musk is looking to ramp up Tesla Inc.’s solar roof-tile business even as the company’s panel installations shrink 
2019-07-30,Tesla will pay China $323 million a year in tax for factory site 
2019-07-29,"Jon McNeill, who was hired last year from Tesla to run Lyft’s operations, is leaving the company "
2019-07-29,There's a heavy weight in Tesla's trunk 
2019-07-28,"Is Tesla maturing or just a challenging place to work? Either way, Elon Musk isn't hiring big names like he used to "
2019-07-28,"Is Tesla maturing or just a challenging place to work? Either way, Elon Musk isn't hiring big names like he used to "
2019-07-28,"Tesla cars may soon stream Netflix, YouTube when they're not moving "
2019-07-28,"Tesla cars may soon stream Netflix, YouTube when they're not moving "
2019-07-27,"Tesla cars may soon stream Netflix, YouTube when they're not moving "
2019-07-27,Tesla’s days of splashy executive hires are giving way to more internal staff promotions 
2019-07-26,Tesla bears have a lot to rejoice about after the electric vehicle maker’s latest stumble 
2019-07-26,"Tesla loses a founder, and a piece of its soul "
2019-07-26,"Tesla loses a founder, and a piece of its soul "
2019-07-26,"Tesla loses a founder, and a piece of its soul "
2019-07-25,Tesla bears have a lot to rejoice about after the electric vehicle maker’s latest stumble 
2019-07-25,"Elon Musk once called Tesla's $2.6 billion acquisition of SolarCity “blindingly obvious.” Three years later, it’s anything but "
2019-07-25,Tesla bears have a lot to rejoice about after the electric vehicle maker’s latest stumble 
2019-07-25,"Tesla needed heavy discounting to move cars, and sales prospects aren't brightening "
2019-07-25,There's a big problem with the bull case for Tesla 
2019-07-25,"Tesla’s Chief Technology Officer Jeffrey Straubel is stepping down from the role, Elon Musk says "
2019-07-24,Tesla shares plummeted in late trading after posting a worse-than-expected loss and backtracked from a forecast for a return to profit 
2019-07-24,Tesla’s solar installations slipped yet again in the second quarter 
2019-07-24,"Tesla shares plummeted in late trading after the electric-car maker posted a worse-than-expected loss and backtracked from a forecast for a return to profit. For our live coverage, check out: "
2019-07-24,"Tesla reported revenue for the second quarter that was 1.2% below the average analyst estimate. For our live coverage, check out: "
2019-07-24,Tesla sold a record number of cars during the second quarter. But did the company make enough money while doing so? 
2019-07-24,Tesla sold a record number of cars during the second quarter. But did the company make enough money while doing so? 
2019-07-23,"""Anemic"" sales of high-margin models extend Tesla's profit struggle "
2019-07-22,"Apple has hired Steve MacManus, at least the third Tesla engineering executive to join in the last year "
2019-07-21,"Tesla cut the price of its Model 3 by $6,410, a bitter pill to swallow for customers who recently purchased a car at the previous price "
2019-07-21,"From Tesla to Twitter, here's a guide to this week’s earnings
"
2019-07-21,"From Tesla to Twitter, here's a guide to this week’s earnings
"
2019-07-21,"From Tesla to Twitter, here's a guide to this week’s earnings
"
2019-07-20,"Tesla cut the price of its Model 3 by $6,410, a bitter pill to swallow for customers who recently purchased a car at the previous price "
2019-07-17,"Tesla cut the price of its Model 3 by $6,410 this week, a bitter pill to swallow for customers who recently purchased a car at the previous price "
2019-07-16,Elon Musk is standing by his claim that Tesla's cars will be appreciating assets once they’re capable of driving themselves 
2019-07-16,Tesla cuts prices for all vehicles shipped to China to help boost sales in its second-largest market 
2019-07-16,Elon Musk is standing by his claim that Tesla's cars will be appreciating assets once they’re capable of driving themselves 
2019-07-16,Tesla cuts prices for all vehicles shipped to China to help boost sales in its second-largest market 
2019-07-15,"BMW takes on VW and Tesla with a $36,400 electric Mini Cooper "
2019-07-14,"Tesla has asked Apple for help with a lawsuit, as both companies suspect they were betrayed by engineers who defected to the same Chinese startup "
2019-07-14,"BMW takes on VW and Tesla with a $36,400 electric Mini Cooper "
2019-07-13,"BMW takes on VW and Tesla with a $36,400 electric Mini Cooper "
2019-07-11,"Tesla has asked Apple for help with a lawsuit, as both companies suspect they were betrayed by engineers who defected to the same Chinese startup "
2019-07-11,"Tesla has asked Apple for help with a lawsuit, as both companies suspect they were betrayed by engineers who defected to the same Chinese startup "
2019-07-11,"For the third time in the past year, Tesla's largest outside shareholder is openly advocating for Elon Musk to fine-tune his approach to communicating with the market "
2019-07-11,"For the third time in the past year, Tesla's largest outside shareholder is openly advocating for Elon Musk to fine-tune his approach to communicating with the market "
2019-07-10,"Tesla is preparing to expand production at its electric-car factory in Fremont, California, according to an internal email "
2019-07-10,"Tesla is preparing to expand production at its electric-car factory in Fremont, California, according to an internal email "
2019-07-10,"Tesla is preparing to expand production at its electric-car factory in Fremont, California, according to an internal email "
2019-07-10,"Tesla is preparing to expand production at its electric-car factory in Fremont, California, according to an internal email "
2019-07-09,"BMW takes on VW and Tesla with a $36,400 electric Mini Cooper "
2019-07-09,"BMW takes on VW and Tesla with a $36,400 electric Mini Cooper "
2019-07-03,"Tesla Direct offers some buyers of the Model 3, S and X the option to have their car dropped off right to their home or office "
2019-07-03,Tesla surprises Wall Street with record second-quarter deliveries that beat estimates 
2019-07-02,Tesla set a new record for quarterly vehicle deliveries as U.S. consumers rushed to buy Model 3 sedans before a federal tax credit shrank in half 
2019-07-02,A new report says Tesla's European chief has left the company 
2019-07-01,"Tesla investors are underestimating how fast Model 3 demand is recovering, according to JMP Securities "
2019-07-01,"Elon Musk is seeking a Tesla deliveries record. It could be a double-edged sword. 
"
2019-06-30,"Elon Musk is seeking a Tesla deliveries record. It could be a double-edged sword. 
"
2019-06-30,"Elon Musk is seeking a Tesla deliveries record. It could be a double-edged sword. 
"
2019-06-30,"Elon Musk is seeking a Tesla deliveries record. It could be a double-edged sword. 
"
2019-06-30,Wall Street isn't sold on Elon Musk's ambitions for a Tesla deliveries record 
2019-06-28,Tesla says an isolated battery fault caused a Model S to catch fire in a Shanghai parking lot two months ago 
2019-06-28,Tesla says an isolated battery fault caused a Model S to catch fire in a Shanghai parking lot two months ago 
2019-06-26,"Tesla has enough orders to set delivery record, Elon Musk says "
2019-06-25,"SpaceX now makes up 2/3 of Elon Musk's wealth, a reversal from previous years where Tesla was responsible for the bulk of his fortune "
2019-06-21,"One of the biggest Tesla bulls on Wall Street says getting it wrong this year has been ""humbling"" "
2019-06-21,"Workers at a major auto parts plant supplying Ford, Tesla and Fiat Chrysler went on strike on Friday "
2019-06-21,"One of the biggest Tesla bulls on Wall Street says getting it wrong this year has been ""humbling"" "
2019-06-20,"Insurance Institute for Highway Safety says Tesla's ""Autopilot"" name is confusing many drivers about the system's actual capabilities "
2019-06-20,"Insurance Institute for Highway Safety says Tesla's ""Autopilot"" name is confusing many drivers about the system's actual capabilities "
2019-06-20,Power companies want to tap the Tesla batteries in your home 
2019-06-20,Concerns around the demand for Tesla's cars are resurfacing as the second quarter nears a close 
2019-06-18,Tesla is revamping its organization in Asia to put more focus on China as the company prepares to start manufacturing there 
2019-06-17,China is ordering carmakers to conduct checks on electric vehicles after cars made by Tesla and NIO caught on fire 
2019-06-13,The Trump administration has refused to spare Tesla from 25% tariffs on the China-made gear used on its Model 3 
2019-06-12,Tesla analysts remain skeptical of Musk's demand outlook 
2019-06-12,Elon Musk says Tesla could eventually build other factories in China 
2019-06-12,"Elon Musk said he expects to grow the fleet of Tesla vehicles by 60-80% this year, but “It’s hard to be profitable with that level of growth"" "
2019-06-12,Elon Musk says Tesla could eventually build other factories in China 
2019-06-12,Elon Musk says Tesla could eventually build other factories in China 
2019-06-12,"Elon Musk said he expects to grow the fleet of Tesla vehicles by 60-80% this year, but “It’s hard to be profitable with that level of growth"" "
2019-06-11,Tesla investors will be more anxious than usual to get an update from CEO Elon Musk at the company’s annual meeting on Tuesday 
2019-06-09,The world’s biggest electric vehicle company looks nothing like Tesla 
2019-06-09,The world’s biggest electric vehicle company looks nothing like Tesla 
2019-06-08,The world’s biggest electric vehicle company looks nothing like Tesla 
2019-06-07,A Tesla bull is defending that view 
2019-06-07,A Tesla bull is defending that view 
2019-06-04,This is Tesla's secret source of cash 
2019-06-04,This is Tesla's secret source of cash 
2019-06-03,"For years, Tesla has sold credits to other carmakers that needed to offset sales of polluting vehicles. The transactions have largely been shrouded in secrecy "
2019-06-03,"Tesla appears to be “structurally unprofitable” and a financial collapse could benefit European rivals, according to analysts at Bernstein "
2019-06-03,"Tesla appears to be “structurally unprofitable” and a financial collapse could benefit European rivals, according to analysts at Bernstein "
2019-06-02,Elon Musk says Tesla Is likely to produce the Model Y crossover SUV in Fremont 
2019-06-02,Elon Musk says Tesla Is likely to produce the Model Y crossover SUV in Fremont 
2019-06-02,"Tesla expects to start producing its Model Y crossover SUV late next year, and probably in Fremont "
2019-06-02,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-06-01,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-05-31,"Tesla shares have never had a worse start to a year than in 2019, and Elon Musk is paying the biggest price "
2019-05-31,"Tesla has started taking orders for its made-in-China Model 3, lowering the car's price "
2019-05-29,Tesla CEO Elon Musk said the compensation he received last year was ’net negative’ 
2019-05-29,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-05-29,"Elon Musk sent another internal email on the state of Tesla, calling for meetings every two days to “understand what’s needed to accelerate” deliveries "
2019-05-29,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-05-28,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-05-28,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-05-28,Tesla is getting close to revealing new prices for the Model 3 in China 
2019-05-28,We predicted the Tesla Model 3 rollout. Now help us analyze demand 
2019-05-28,Tesla is getting close to revealing new prices for the Model 3 in China 
2019-05-27,"Tesla's ""extreme"" success in Norway becomes double-edged sword "
2019-05-26,"Tesla's ""extreme"" success in Norway becomes double-edged sword "
2019-05-26,"The blows from Wall Street kept coming for Elon Musk and Tesla
"
2019-05-25,"The blows from Wall Street kept coming for Elon Musk and Tesla
"
2019-05-25,"How the Tesla stock bubble burst
"
2019-05-25,"The blows from Wall Street kept coming for Elon Musk and Tesla
"
2019-05-25,"Tesla's ""extreme"" success in Norway becomes double-edged sword "
2019-05-25,"How the Tesla stock bubble burst
"
2019-05-24,The bursting of the Tesla stock bubble 
2019-05-23,These hedge funds trimmed their exposure to Tesla just before the company’s latest drop 
2019-05-23,Tesla shares swung wildly after an upbeat email that Elon Musk sent to employees about deliveries 
2019-05-23,"Tesla will probably miss its 2019 delivery target range as sales shrink in China, analyst says "
2019-05-23,Tesla plunges in pre-market trading as analysts warn the carmaker will probably miss its 2019 delivery target range 
2019-05-23,"Tesla will probably miss its 2019 delivery target range as sales shrink in China, analyst says "
2019-05-23,"Tesla's ""extreme"" success in Norway becomes double-edged sword "
2019-05-23,"Tesla's ""extreme"" success in Norway becomes double-edged sword "
2019-05-22,"Tesla's woes make it a ""restructuring story,"" a Morgan Stanley analyst said a private call with investors "
2019-05-22,Tesla senior managers and directors—excluding Elon Musk—are on pace to collect the most money from selling stock in at least 6 years 
2019-05-22,"Another analyst is cutting his price target for Tesla, after it fell on Tuesday to the lowest since December 2016 "
2019-05-22,Man who joked with Elon Musk about sheep says he landed job at Tesla 
2019-05-21,Morgan Stanley slashes its worst-case estimate for Tesla to just $10 a share  
2019-05-21,"China warns it will fight back, Trump’s battle with Congress heats up, and Tesla bears circle. Here’s our daily U.S. markets briefing "
2019-05-21,Morgan Stanley slashes its worst-case estimate for Tesla to just $10 a share  
2019-05-20,Mark-to-market profits for Tesla short sellers have exceeded $1 billion in May 
2019-05-20,"What Tesla has in common with the last ""Game of Thrones"" season "
2019-05-20,"Tesla is 📉 as analyst says company faces a ""code-red situation""  "
2019-05-20,"Tesla faces a ""Kilimanjaro-like uphill climb"" to hit profitability in the second half, analyst says "
2019-05-17,Tesla sank to a two-year low after Elon Musk told employees the company will be scrutinizing every dollar it spends in a “hardcore” focus on costs 
2019-05-16,Tesla is rolling out an over-the-air software update for two of its vehicles to improve safety following a recent fire 
2019-05-16,Tesla is rolling out an over-the-air software update for two of its vehicles to improve safety following a recent fire 
2019-05-16,Tesla is rolling out Model S and Model X software updates after parked car caught fire in Hong Kong 
2019-05-14,"In about a year, Volkswagen may catch up to Tesla's capacity to make electric cars "
2019-05-14,"Tesla suddenly catches fire in Hong Kong parking lot, Times says "
2019-05-13,The re-escalation of a trade war between the U.S. and China is hammering Tesla shares 
2019-05-12,"Elon Musk, who’s had federal regulators scrutinizing his Twitter feed and Tesla’s Autopilot technology, invited fresh attention to both by making light of a pornographic video filmed inside one of the company’s cars "
2019-05-11,"Elon Musk, who’s had federal regulators scrutinizing his Twitter feed and Tesla’s Autopilot technology, invited fresh attention to both by making light of a pornographic video filmed inside one of the company’s cars "
2019-05-10,.@elonmusk sent a series of tweets loaded with double entendre after a video surfaced this week of two people having sex in a Tesla operating on Autopilot 
2019-05-10,Musk courts controversy with tweets on sex video filmed in Tesla 
2019-05-09,The company that makes batteries for Tesla predicted a drop in earnings and sales 
2019-05-09,The company that makes batteries for Tesla predicted a drop in earnings and sales 
2019-05-08,"Sunrun's CEO doesn't mind solar panel rival Tesla getting all the attention, saying it ""raises the boat for everybody” "
2019-05-08,Volkswagen is about to find out whether consumers will back its $34 billion strategy to topple Tesla as the electric-car leader 
2019-05-07,Hedge fund manager David Einhorn said he expects to make a profit off his short on Tesla 
2019-05-06,Tesla has a new plan to revive its foundering solar business 
2019-05-05,Tesla has a new plan to revive its foundering solar business 
2019-05-05,Fidelity's mutual funds sold more than one million shares of Tesla in March 
2019-05-04,Fidelity's mutual funds sold more than one million shares of Tesla in March 
2019-05-03,"FAANG stocks are on the rise today, with Amazon and even Tesla getting a boost "
2019-05-03,A Tesla manager sees a risk of a shortage of battery minerals in the future 
2019-05-03,"-India begins evacuations as Cyclone Fani approaches
-Trump and Xi ponder their next meeting
-Tesla plans to raise another $2 billion

Here's what you need to know for Asia's trading day
"
2019-05-02,Elon Musk described autonomous-driving “transformative” to Tesla in a call aimed at ginning up interest in its debt and stock offering 
2019-05-02,"While Tesla looks to raise more capital, Elon Musk's personal credit lines drop "
2019-05-02,Tesla is seeking to raise about $2 billion through offerings of debt and common stock 
2019-05-02,"California man who Tesla accused of spying and harassing employees says carmaker is trying to silence his criticism.

""Mr. Hothi endangered no one, threatened no one, and harassed no one,” his lawyer says. "
2019-05-01,Fidelity's mutual funds sold more than one million shares of Tesla in March 
2019-05-01,Tesla has been sued by the family of a man who died in a fatal crash allegedly caused by an error in his car's Autopilot navigation system 
2019-04-30,A Tesla analyst is disappointed Elon Musk neglected to mention that a source of revenue last quarter was the sale of certain regulatory credits 
2019-04-29,"A key measure of Tesla's inventory, which includes vehicles available for sale, exceeded $2 billion for the first time "
2019-04-29,Tesla's multibillion-dollar factory on the outskirts of Shanghai is taking shape 
2019-04-27,Ford pushed ahead of Tesla this week in market capitalization   
2019-04-27,The world’s biggest electric vehicle company looks nothing like Tesla 
2019-04-27,The world’s biggest electric vehicle company looks nothing like Tesla 
2019-04-26,Elon Musk and the SEC say they are settling their legal fight over his tweets about Tesla 
2019-04-26,"BREAKING: Elon Musk and the SEC settle legal fight over his tweets about Tesla. For our live coverage, check out: "
2019-04-26,Tesla has started producing vehicles that use a self-driving computer designed in-house and transitioned away from chips made by Nvidia 
2019-04-26,Ford’s blowout earnings have sent the automaker’s market capitalization past Tesla’s 
2019-04-26,Ford’s blowout earnings have sent the automaker’s market capitalization past Tesla’s 
2019-04-26,Prominent short-seller gives up on being a Tesla bull 
2019-04-26,Tesla's multibillion-dollar factory on the outskirts of Shanghai is taking shape 
2019-04-26,Tesla's multibillion-dollar factory on the outskirts of Shanghai is taking shape 
2019-04-26,Prominent short-seller gives up on being a Tesla bull 
2019-04-26,"-U.S.-China trade talks circle around pharma
-Tesla’s quarter proved to be one of “top debacles” in 20 years of tech 
-Joe Biden throws his hat in the presidential ring 

Here's what you need to know for Asia's trading day "
2019-04-25,Elon Musk has once again shed light on how Tesla plans to take on massive industries outside the automotive and clean-energy 
2019-04-25,"Tesla's first quarter was one of the ""top debacles” ever seen by one long-time tech analyst "
2019-04-25,Elon Musk signals that Tesla's factory in China will miss its output target this year 
2019-04-24,"A year ago, Tesla lost its throne as king of the U.S. rooftop solar business. Now, it may get relegated to third place. "
2019-04-24,"Tesla snaps its earnings streak, posting a $494 million loss
"
2019-04-24,"The time has finally come for the market to find out just how ugly Tesla's first quarter was, after disappointing delivery numbers were announced earlier this month "
2019-04-24,"The time has finally come for the market to find out just how ugly Tesla's first quarter was, after disappointing delivery numbers were announced earlier this month "
2019-04-24,Tesla is bringing back its cheaper Model S and Model X 
2019-04-24,Tesla is bringing back its cheaper Model S and Model X 
2019-04-24,A former Tesla engineer is now the CEO of a rival electric-car startup funded by Saudi Arabia’s sovereign wealth fund 
2019-04-24,Elon Musk's boasts that Tesla made the best chips in the world clashes with reality 
2019-04-23,Elon Musk's boasts that Tesla made the best chips in the world clashes with reality 
2019-04-23,Elon Musk's boasts that Tesla made the best chips in the world clashes with reality 
2019-04-23,A former Tesla engineer is now the CEO of a rival electric-car startup funded by Saudi Arabia’s sovereign wealth fund 
2019-04-23,"Tesla and Elon Musk made some bold claims at the company’s investor day on Monday, but analysts are far from convinced "
2019-04-23,Tesla's reality remains stubbornly undistorted 
2019-04-23,"Elon Musk says Tesla has designed the ""best chip in the world"" and ""it’s in the cars right now.""

Catch up on Tesla's investor day "
2019-04-23,Elon Musk makes self-driving technology Tesla's costly new calling 
2019-04-23,"Elon Musk says Tesla has designed the ""best chip in the world"" and ""it’s in the cars right now.""

Catch up on Tesla's investor day "
2019-04-22,Tesla has started producing vehicles that use a self-driving computer designed in-house and transitioned away from chips made by Nvidia 
2019-04-22,Demand concerns at Tesla lead to a new analyst downgrade 
2019-04-22,"Tesla investors might be eagerly awaiting the company’s first-quarter results, but the electric-vehicle maker is looking further into the future "
2019-04-22,"Tesla investors might be eagerly awaiting the company’s first-quarter results, but the electric-vehicle maker is looking further into the future "
2019-04-22,"Oil surges, Tesla picks fights, and Dems got the Mueller report - now what? Here's what is moving markets today "
2019-04-22,Elon Musk’s war with Tesla's short sellers just got weirder 
2019-04-22,Elon Musk’s war with Tesla's short sellers just got weirder 
2019-04-22,Tesla is investigating an incident where one of its electric cars apparently caught fire in Shanghai 
2019-04-22,The world’s biggest electric vehicle company looks nothing like Tesla 
2019-04-21,VW unveils apple-skinned SUV challenger to Tesla's Model X 
2019-04-21,"Tesla made it harder to buy its cheapest $35,000 electric car "
2019-04-21,Elon Musk’s war with Tesla's short sellers just got weirder 
2019-04-20,"Tesla is shaking up its board
"
2019-04-20,VW unveils apple-skinned SUV challenger to Tesla's Model X 
2019-04-20,"Tesla is shaking up its board
"
2019-04-20,"Tesla made it harder to buy its cheapest $35,000 electric car "
2019-04-20,"Tesla is shaking up its board
"
2019-04-19,Tesla is proposing a series of changes to its 11-member board of directors at its annual shareholder meeting 
2019-04-19,"""Musk never admits the crisis in real time.” 

The man who shorted the stock of Lehman Brothers in July 2007 is betting that Elon Musk’s Tesla is doomed to fail "
2019-04-19,VW unveils apple-skinned SUV challenger to Tesla's Model X 
2019-04-19,"Tesla made it harder to buy its cheapest $35,000 electric car "
2019-04-17,Tesla’s first corporate impact report puts a hard number on the electric-car maker's CO2 emissions. 
2019-04-17,A Tesla analyst highlights gloom but no doom for 2019 
