summary,label,final_score,Generated_Text
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. The suppliers in China have been extremely competitive, possibly the mostcompetitive in the world. There is also a lot of very strong, very competent and very eager suppliers around the factory inShanghai. Also a lotof suppliers in Germany or the rest of Europe, they are eager to support the factories in Berlin and Shanghai. From 40 -- it was like 40% at the beginning of this year, something like that. It willbe like 80% by the end of thisyear, maybe more. And so far, we're in negotiations with -- for Berlin, and we've awarded a lot Of business.",positive,0.752667457,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. And so what we see is a continued decline in the cost to produce, manufacture and distributeour cars. That cost curve even for mature products like the S and the X continues to come down. And then layer on top of that, as Elon was discussing earlier, the potential for software-basedrevenue, particularly Full Self-Driving. That will expand as we release more features. That's the revenue recognition portion of that that we havetoday. And we have today. We expect regulatory credit revenue to double in 2020 relative to2019, and it will continue for some period of time. But eventually, the stream of regulatory creditswill reduce.",neutral,0.672500223,Full Self-Driving
"Operating expenses continue to come down and become more efficient as a percentage of revenue. There's still incredible opportunity there that we're working on, particularly on how customersinteract with the company from sales and service. So in the medium term here, what our modelingshows is in the low-teens operating margin level. And I think there continues to drive -- theopportunity to drive that up. We're on a bit of a journey here, and we're continuing tobe [partners].A.M. Sacconaghi - Sanford C. Bernstein & Co., LLC., Research Division - Senior Analyst.",positive,0.778356344,None of the above
"The thing that bugs me the most about where we are right now is that ourcars are not affordable enough. We need to fix that. So we are making progress in that regard, justsort of steadily gaining progress. So yes, we need to not go bankrupt. Obviously, that's importantbecause we'll fail in our mission. But we're not trying to be super profitable either. Like I think just we want to be likeslightly profitable and maximize growth and make the cars as affordable as possible. That's whatwe're trying to achieve. It's not crazy. Like we'relike -- profitability is like 1% or something, 1% and 2%. It'sNot crazy. Last quarter, it was only like 0.1%. So we Want to be profitable. We Want To Be Profitable.",negative,0.540744126,Automotive
"Some ofour costs were related to having to use a lot of airplanes to get parts around because of partshortages. So we'll hopefully use fewer airplanes. That will improve our costs. But it's -- demandexceeds supply right now. That's where we are right now, and that's what we're going to continue to focus on as we go through this year and into next year. But we'll get there, I'm sure, but it's going to be a slow process. We're not there yet, but we're working on it, and I'm confident we'll make it.",neutral,0.531313926,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. My biggest concern for getting our talented people is probably Berlin because thelabor mobility in Europe is not -- is low. Like somebody whowants to leave and join another company, sometimes they have to spend 6 months on garden leave. And like this is not a good use of people'stime. I mean if they want us to hang out in the garden, that's fine, but they shouldn't have to. And we -- we're treating it like any other problem that we have solved. We will solve this problem, and we want talented people to join us as we solved this problem. Thank you very much, everyone, for joining this call, and thank you for all your goodquestions.",negative,0.535060778,Automotive
"Elon Musk, J.B. Straubel, Zachary Kirkhorn and a number of otherexecutives are on the call. The conference is being recorded. I would now like to turn the call over to your host, Mr. Martin Viecha, Senior Director of Investor Relations. Mr. Viecha,. you may now proceed. Click here to listen to the Q&AWebcast. The company's Q1 results were announced at about 2 p.m. Pacific time in the update letter wepublished at the same link as this webcast. During this call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today.",neutral,0.792401999,Automotive
"Last quarter,we experienced a massive increase in delivery volume in Europe, similar to what North Americaexperienced last year. Over half of our global deliveries occurred in the final 10 days of Q1. As a result, a large number of vehicles -- the vehicle deliveries shifted into Q2. In response to this, we are in the process of regionally balancing our vehiclebooked throughout the quarter. This will make the -- this will put much less strain on Tesla, resultsin a much better delivery experience for customers and have a very positive effect on our workingcapital. In Q1, Model 3 was yet again the best-selling premium car in the U.S., outselling the runner-up byalmost 60%. It's worth to dwell on that for a moment, just how absurd this is compared topredictions that were made several years ago.",positive,0.556471676,Automotive
"The Model S now has a range of 370 miles, and Motor Trend test drove the car a few days ago and drove nonstop all the way fromSan Francisco to Los Angeles at normal highway speeds. So this is pretty remarkable that an electric carcould go nonstop between the 2 biggest cities in California. This is literally better than a gasoline carwith the rare exception. And there's also an increase in power. It accelerates faster. Just better, betterin every way. And we're able to this without increasing the size of the battery pack, which is atestament to the powertrain team. So with the recently announced product improvements on Model S and X as well as continued expansion of Model 3 globally, we expect our order rate to increase significantly throughout theyear.",positive,0.911633343,Automotive
"Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much, Elon. And I think Zachary would like to have some remarks as well. Overall, as we reflect on the progress of Q1, thiswas one of the most complicated quarters that I can think of in the history of the company. The global expansion of Model 3 was a huge themewithin the quarter. And in terms of other products, I'm very excitedabout the future, especially for full self-driving, which will fundamentallytransform transport as we know it. And no question in my mind that Tesla hasthe most exciting product road map of any consumer product company in the world. And finally, I want to thank our employees for their incredible work and our customers for theircontinued support.",positive,0.914852768,Full Self-Driving
"50% of our deliveries in Q1 occurred in the final 10 days of the quarter. This led to a binary inflow of Model 3 cars to EMEAand China and significantly stressed the delivery operations. On the P&L side, we incurred $188 million of one-time adjustments that flowed through to netincome. $120 million of this was related to S and X pricing adjustments that we announced onFebruary 28. There's an additional $67 million related to Q1restructuring and other charges. And weexpect our quarter ending cash balance to continue to increase going forward. I'll also note thatwe're tracking in April to the largest amount of deliveries for a month 1 in the history of thecompany.",neutral,0.659683466,Automotive
"North American ASPs areclose to $50,000, with the majority of our orders being for long-range variants of Model 3. Labor content, warehousing andscrap, as examples, all had double-digit improvements from Q4 to Q1. And the expansion will help improve margin as we can better utilizesome of the assets that we've made investments in that. So just to conclude the opening remarks here, I've personally never felt more excited about thefuture of the company, and I'm looking forward to the discussion.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much, Zachary. Let's take some first questions from retail shareholders who havebeen submitting their questions on say.com.",positive,0.766638249,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectSure. The challenge really is battery cell scarcity. As far as the stationary storage is concerned, we webasically need an upsell to support the vehicle production as well as to both Powerwall andPowerpack. This year, we think that we'll be able to allocate at least maybe 5% to 10% of cell outputs.Jeffrey B. Straubel - Tesla,. Inc - CTOBetween 5% and 10%, exactly that. The next question is, Elon, most people when they think of Tesla onlysee it as an automotive company. Can you speak to the energy side of the company, specifically theroad map for when you see theenergy side of things really taking off and generating",neutral,0.673672557,Energy Generation and Storage
"The Powerwall and Powerpack, because they don't have to go through vehicle homologation,are much more adaptable to using a variety of cells from other cell providers. So there are far fewer cells in a Powerwall than in a car, so that translates to quite a decentnumber of Powerwalls. We alsohave -- we're also planning a significant increase in retrofit solar this year because we've finallyrefined the product offering to be something that's extremely compelling and much more costefficient to deliver and install. And then the Solar Roof tile, we're onversion 3 of the design. That necessarily takes a while to scale up because we have to be confidentthe Solar Roof is going to last for on the order of 30 years and because the warranty is sort of20, 25 years.",positive,0.562570333,Energy Generation and Storage
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectThe prototypes are working amazingly well. We just use them all the time. We load them to the maximum weight and continue tomake improvements. For Model Y production, we are right now tryingto decide whether Model Y vehicle production should be in California or Nevada. But in the meantime, we have ordered all of the tooling and equipment required for Model Y . So we don't expect this to, in any way, delay production of ModelY , but it's currently a very close call between Nevada and California as to whether we do the ModelY at Giga or at Fremont. But those are the 2 options, and hopefully, we'll be able to make a decisionin the next few weeks.",positive,0.704687595,Automotive
"Thank you very much. Cherie, we can go to analyst questions in the question queue. - Senior Director for IRThank you, Cherie. We are happy to answer any questions you may have about the results of the company's Q2 results. We would like to make it clear that the results for the quarter were all in line with our expectations. We have no further questions at this stage, please go to the question-and-answer section of the conference call. Back to the page you came from. Click here to follow the Q&A session on our live webcast on Thursday, September 27. Back into the queue. Back onto the page to ask your questions.",positive,0.825475872,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes. The -- we do see strong demand for vehicles, the -- both S, X and 3. The Standard Range PlusModel 3 with Autopilot included at $39,500 is just an incredibly compelling vehicle and affordableto probably something on the order of like the top 40% income earners in the U.S. and Europe. Soit's -- I think we'll see a lot of interest and demand in that. We are. Overall, I feel really good about where thingsare headed.Ryan J. Brinkman - JP Morgan Chase & Co, Research Division - Senior Equity Research AnalystOkay.",positive,0.888203025,Automotive
"Elon Musk: We feel that we can actuallyappend building space to the -- basically to the west side of the building and use a lot of internalspace that's currently used for warehousing in the Fremont factory. And so we believe it actuallycan be done with minimal disruption to add Model Y to Fremont, he says. Musk: It is now a close call betweenCalifornia and Nevada. Is anticipated demand for Fremont-built vehicles less than was previouslythought? Or have you managed to maybe find more capacity in Fremont with the tentor some other production method? Musk: ""It actually can be done ... we're working on it now, and it's going to be a very, very exciting time for us"" for the rest of the year, Musk says.",positive,0.670320243,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes. I mean, I think something like the -- returning to the 100,000 a year annualized demand for Sand X is what we anticipate. That's to the best of my knowledge. We don't have a crystal ball, butthat's probably our best guess. And sorry, what was the other part?Pierre C. Ferragu - New Street Research LLP - Global Team Head of Technology InfrastructureMy question was about the run rate of demand you see at the moment. Do you still feel like weakdemand in the U.S. because of the pull forward in Q4? Or do you think demand returned to normalalready? Elon Musk: I think we expect demand to -- we are seeing demand returning to normal in Q2. And it might be alittle better than normal.",neutral,0.68186903,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYes. And we're in the process of increasingproduction back up over the course of Q2. So just for the purpose of expectations, I mean, we willexit Q2 at a higher production rate than we did in Q1 on S and X and then return back to a morenormal volume in Q3. I think it's already increasing.Pierre C. Ferragu - New Street Research LLP - Global Team Head of Technology InfrastructureAnd my third question is about the Q2 loss. How much of the loss in Q2 would be the one-off costs? How much is the pricepoints coming down in the mix? And how much is related to pricing and other things? Elon Musk: Part of the S, X.",neutral,0.607655525,Automotive
"The teams are working extremely hard and making terrific progresson improving the cost efficiency of the business without sacrificing growth. And that, incombination with the efficiencies from unwinding the wave, is where we feel we'll be comfortablereturning to a place of profitability in Q3. And then, Zach, do you want to talk about some ofthe other items?Zachary Kirkhorn - Tesla, Inc. - CFOYes. No, I think you summarized it well, Elon. Two other things that I would add. One is that wedid make pricing adjustments to our products in Q1, which puts pressure on margins. And so that'spart of what we will see in Q2.",positive,0.679500967,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectI think we're just going to continue to report the absolute numbers. We do givesome more detailed information to insurance companies and to help with rates. And obviously, aswe launch our own insurance product next month, we will certainly incorporate that informationinto the insurance rates. So we can essentially have a substantial price sort ofarbitrage -- or information arbitrage opportunity where we have direct knowledge of the risk profileof customers and basically the car. And then if they want to buy Tesla insurance, they'd have toagree to not drive the car in a crazy way. Or they can, but then their insurance rates are higher. So I think reporting in detail justgives those who are opposed to Tesla, they can sort of like data mine the situation and then try toturn a positive into a negative.",neutral,0.661932349,Automotive
"Elon Musk: I would prefer we were private. But unfortunately,I think that ship has sailed. But is it important? I mean, do you think the company's value is maximized being public? Or isthere just only so much you can do and you just got to play the hand that you're dealt? Musk: Being public does feel like the sort of price of the stock is being set in kind of a manicdepressive way. But I'm not sure what to do about it. It's still the same house. So it's a little bit of adistraction at times, but I am not sure how to get around it. I think Warren Buffett (Trades, Portfolio)'s analogy is just like perhaps being apublicly traded company is like having someone stand at the edge of your home and just randomlyyell different prices for your house every day. It is like that to me.",negative,0.522292554,None of the above
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectNo, there really do seem to be different market segments. Yes. We feel we have one Model S just want to trade it in for another Model S or maybe anX. And also, about only 3.5% of our trade-ins for Model 3 are coming from Model S. So it's from allthe Model 3 trade-in, Model S accounts for a super, super tiny portion. We don't -- we think we're through supplier interruptions. At least there aren't any significantones that we're aware of.",neutral,0.661636561,Automotive
"Zachary Kirkhorn - Tesla, Inc. - CFOYes, this is Zach. I mean, what we saw on February 28 when we launched the Standard Range, theStandard Range Plus variance is that there's pent-up demand for those products that released veryquickly after it was announced. And then as more time has passed and order rates have stabilized,it's starting -- the average ASP has actually been increasing each week ever since as the order ratestabilizes. And just under $50,000 ASP represents the most recent data, and we think it's starting tostabilize there. And we'll see where things trend in EMEA and China as well, but what we're seeingin North America is that over 50% of our orders are of the long-range variants and the ASPs areprofitable enough.",neutral,0.64846155,Automotive
"Elon R. Musk: I don't think raising capital should be a substitute for making the company operate moreeffectively. If we just keep raising capital every time, then it just takes -- we don't have theforcing function for improving the fundamental operation of the business. So I think it is healthy tobe on a Spartan diet for a while. At this point, I do think there are -- is some merit to raising capital.That's a -- but this is sort of probably about the right timing, but yes. And does that mean that investors should expect the capital raise in the near to medium term? And Ihear you on the force and constraint, but I mean, growth does eat cash, especially in a capital-intensive business. And if you really do believe you have a first-mover advantage, why wouldn'tyou want to push it as quickly as possible even if it meant raising capital in the short term",neutral,0.592137769,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectYou're really asking some super secret sauce questions here. Yes, I think we'll have an Investor Day like the Autonomy Day maybe later this year or early next just to goover the cell and battery technology and future strategy. I think that will be very informative, but wedo recognize the criticality of this. We don't [have the feeling of] being self-constrained at 400,000. That's not what we're saying. We're saying that we don't have the feeling that we're battery constrained at 100,000 vehicles a quarter in2Q.",neutral,0.550500944,Battery Technology
"Zachary Kirkhorn - Tesla, Inc. - CFOYes, this is Zach here. That guidance that we're targeting for the end of the year. Althoughinternally, we're working towards S and X non-GAAP gross margin achieving that sooner. Thebiggest lever there is actually 2 components. One is, as we increase volume back on our S andXproduction line, there's just a natural benefit there from the fixed cost absorption which will help us. And then the third piece which applies to S and. X, but also Model 3, is an increased take rate on our full. self-driving offering. And as that option becomes-- approaches sees us continually roll out more, we will be able to have more revenue on that.",positive,0.52895999,Full Self-Driving
"The purchase obligation in the 10-K is basically for the entire contractwhich we have for Panasonic. It's not something that we need to hit, I mean, make the purchasestomorrow. So this is going to take a couple of years. So I guess the question is, doesthat $4.9 billion correlate to reaching that 35-gigawatt hour rate? And if you can't hit that because ofproduction constraints, does that adjust?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO, Director & Product ArchitectGo ahead...Unidentified Company Representative -Yes, so this is (inaudible). So the purchase obligation is basicallyfor the entirecontractwhich wehave for Panasonic, which we have.",neutral,0.70291847,Energy Generation and Storage
"Elon R. Musk: Our goal, as we've been very clear about from beginning of the company, is to make ourcars as affordable as possible. And we thought it was important to offer the $35,000 Model 3 andthen to create a sort of bundled package for the Model 3 with the increased range. And I think the $39,000 --$39,500 Model 3 is just really nailed the sweet spot and we're seeing consumer responseaccordingly. And as a follow-up, you're still targeting the China facility ramp by the end of the year. Are you stillconfident in the 3,000 per week? And do you have a battery supplier yet that's getting pretty close tothat point?",positive,0.609706134,Automotive
"We have 99% of things in good shape, but 1% is missing is what can make a car. And so we're obviously discussing itor getting updates, so 7 days a week so the -- in that Gigafactory e-mail. So in terms of execution,it's outstanding but, of course, the production goes as fast as the slowest item. That's what it looks like to be a case right now. If it's not at the end, it will be shortlythereafter. And then we expect to have multiple sales suppliers for Shanghai Giga. And we look forward to talking to you in the next quarter.",positive,0.501406774,Automotive
"Elon Musk, Zachary Kirkhorn and a number of other executives will discuss Tesla's Q4 2020 Financial Results and Q&A Webcast. During this call, we will discuss our business outlook and make forward-looking statements. Please be advised that today's conference is being recorded. I would now like to hand the conference over to your speaker, Mr. Martin Viecha, Senior Director of Investor Relations. Please go ahead, sir. The call is being webcast on Tesla's website at http://www.telsa.com/investor-relations/q4-2020-financial-results-and-q&A-webcast.",neutral,0.803248882,Automotive
"We built a Model Y factory in China from start to finish in 1 year. We're also building Giga Berlinand Giga Texas, which we expect to start production later this year. And lastly, we built a cell -- abattery cell factory in the Bay Area. And so Model S will be delivered in February andModel X a little later. For the Model S Plaid, we're actually in production now and we'll bedelivering next month. So this is a tri-motor Model S with a completely new interior. There are actually a lot of great thingsabout this. But it's really a tremendous improvementover the prior version. This is faster, to be clear, than any car. And like I said, we'll start delivering it in a matter of weeks.",positive,0.862379819,Automotive
"Tesla will be raising the price of Model S forthese new models of -- the old model -- the new model will be $10,000 more. So yes, wethink it's probably the best car of any kind at any price available in the world today. We've made massive progress on Full Self-Driving. Irecommend watching the videos of our public beta. So we've got, I think, almost 1,000 people inthe beta at this point. And with each successful release of the beta FSD software, it just gets -- it'sreally improving rapidly. So -- and this is -- basically, I'm highly confident the car will be able to drive itselfwith reliability in excess of human this year. This is a very big deal.",positive,0.902013332,Full Self-Driving
"I think there is a way to sort of like justify the valuation of the company where it is using just the cars and nothing else, the cars with FSD. It's like $1 trillion and the company isstill in high-growth mode. So I'm super excited about the future, and yes, we look forward to making it happen. Thank you.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much. And I think our CFO, Zach Kirkhorn, has some opening remarks as well.Zachary J. Kirkhorn -- CFOYes. As Elon mentioned, 2020 has been an extremely successful year whilemanaging through many unforeseen and unexpected challenges. We continue to generate strong free cash flows, reaching a record $1.9 billion in Q4alongside growth and investment for future programs.",positive,0.920616925,Full Self-Driving
"S and X production will be low due to thetransition to the newly rearchitected products. Global demand continues to outpace production, and we're moving asquickly as we can with a focus on the long term. We will continue to invest heavily insupercharging and service capacity while driving reductions on cost, including OpEx as apercentage of revenue. I look forward to providing updates on progress throughout the year, and will provide updates on our progress in the coming months and years as we go through the transition to S and X products. We're working extremely hard to manage through the global semiconductor shortageas well as port capacity, which may have a temporary impact.",neutral,0.605474994,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. So we're actually seeing tremendous growth in solar quarter-over-quarter last year. And we hadour best quarter since, I think, 2018 in Q4. So I think it will not be long before Tesla is, by far, the market leader in solar. The second question is, could current owners get ability to transfer their FSD to theirnext vehicle? This would be huge for loyalty and overall increase sales of vehicles while offeringmore FSD sales on the used vehicles. And now we can jump straight into questions from Say Technologies. Say Technologies, please call 1-800-273-8255 or go to www.say Technologies.com.",positive,0.866023034,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorUnfortunately, we're not considering that at this time. We do actually offer an increased -- higherprice than -- for a car with FSD than the one without FSD. And I do think that the market currentlyundervalues -- the consumer market and arguably the stock market probably undervalue just howgood FSD is going to be. We will be offering subscription pretty soon, in the next month or 2. So that should address a lot ofpeople's concerns about being able to get it. And the third question is, can you give us a progress update on dry coatingof the battery electrode? At the Battery Day, Elon said, ""I would not say this is completely in thebag,"" as -- yet as the yields were low.",neutral,0.651803851,Full Self-Driving
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorI think we kind of talked about that, Drew. I mean essentially, what we're saying is that the numberto think about or focus on is like we've got a 100 gigawatt hour total Tesla cells produced in 2022. It's not that important to look at the run up to that because these things tend to improveexponentially. But we are installing capacity for -- in 2022 for 200 Gigawatt hours a year, and wethink probably we should be able to achieve 30% of targeted design capacity in 2022, Andrew. Andrew? Andrew D. Baglino? Jerome? Jerome Guillen - Tesla,. Inc. -- President of Automotive DivisionYes. Well, as far as best service, no service, so we spent a lot of efforts trying to improve the qualityand the reliability of our cars. In the last 2 years, the frequency of service visits are reduced by 1/3. So people have to -- customers have to come less frequently in service.",neutral,0.651890606,Energy Generation and Storage
"In North America, we opened11 centers in December, and we have plans to open 46 in the first half of this year. For 100 out of those 140, you can getappointments in less than 10 days. And we're going to make sure all service centers are -- have ashort wait time. The app is much better thanthe phone. It can start directly -- alerts directly from the car and schedule a service appointment. And there is even more features that are going to come in the coming months on the app. So we are investing everything onthe app, I think, just like most other companies as well, and that's the way of the future.",positive,0.758343309,Automotive
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorWell, we currently are winning that -- we are currently the leader in the Chinese EV market. So Ithink we're must be doing something right if we're the best-selling electric car in China. That said,very few of our customers in China, I think maybe as low as 1% or 2%, actually have selected theFSD option. This is much lower than rest of world. So we definitely need to make it work well inChina. I think as soon as it works well in. China, then we will have the take rate for FSD. And hopefully, that is later this year.Martin Viecha - Tesla,. Inc - Senior Director for IRThank you. And the next question is, is it fair to argue that the best way to think about company'slong-term earnings power is tied to profit per unit of battery capacity? 3 terawatt hours target fromBattery Day implies half",positive,0.689454854,Full Self-Driving
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorAll right. The next question is about 4680 cells, which we already covered in the retailsection of this call. So let's go straight to the last question from institutional investors, which is,where are you in Cybertruck development? What are your expectations for Cybertrick deliveries in2021? Musk: We're no longer iterating atthe design center level or design level. We've got the designs fixed. We're getting to -- we'll soonorder the equipment necessary to make theCybertruck work. Musk: Since the cell output drives vehicle output, the -- and then -- I mean probably the broadbrushstroke value of Tesla is just what's the cell Output that implies vehicle output and then at leastdouble that for autonomy revenue, [probably a whole new]",neutral,0.712827176,Automotive
"I think it's going to be an incredible vehicle. If we get lucky, we'll be able to do a fewdeliveries towards the end of this year, but I expect volume production to be in 2022. So 6,000 tons was the biggest casting machine in the world.8,000tons is obviously quite a bit bigger than that. And now we can start with questions in the queue.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you very much. We'll take our next question from the back of the room. Back to the page you came from. The question-and-answer session has now been adjourned, and we'll return to the front of the queue with the next question.",positive,0.86079064,Automotive
"The first question will come from Colin Rusch with Oppenheimer. Colin, can you talk a little bit about the regulatory environment for FSD and how you're seeing that playout? And then just a quick follow-up around inflation on some of the materials markets. Obviously,there's a lot going on as low interest rates flow through the basic material space. Can you talk about the supply chain andHow you're managing some of your exposure around some ofyourraw material costs? Thank you, and good day.Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorOkay. Zach, do you want to -- Zach and Jerome?Zachary J. Kirkhorn - Tesla - CFOThe -- what we're seeing right now in the U.S., for example, is a pretty dynamic space, but it'soverall not particularly limiting on a rule basis.",neutral,0.685692355,Full Self-Driving
"Service expansion is really important to thefuture strategy of the company. And so what we'reable to do now that we haven't had the opportunity to do in the past is, as we're building capacity,particularly in Austin and Berlin, we can build that capacity with the expectation of what the endstate of capacity will be. So we're able now to make investments there and also in the Superchargingnetwork to get ahead of future demand, which will cost us more in the near term but is what theright long-term thing is for our customers and the company, Jerome said. And it's great to be able to have the liquidity to focus onthat. The expansion of service centersand mobile service from Q3 to Q4 increased quite a bit and was alsoquite a bit higher than the firstpart of the year.",positive,0.731198162,Charging Infrastructure
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorNo, it does not. Although we are talking with them about making the 4680 form factor, but they -- itis not required. For example, the new S currently uses the 18650 form factor. So they're just a moreadvanced cell, and we think we'll continue to use that form factor for at least a few years. Over time, wewill, over time, be retiring the form factors and try to move to a consistent form factors.Alexander Eugene Potter - Piper Sandler & Co., Research Division - MD & Senior ResearchAnalystGreat. And then one additional maybe qualitative question on capacity expansion. Have you run up against any issues on that front that wouldpotentially limit your growth in any way?",neutral,0.738955349,Automotive
"I mean that said, we do think that we can maintain a growth rate in excess of 50% per year for manyyears to come. Andso there's a certain amount of time required for that. I thinkthis year, we may track to a fair bit above 50%, but we don't want to commit to that. But at leastthat's what it would appear, and the same again next year. It appears to be meaningfully above 50%. And at least I'd like to -- yes, at least at least 50% each year, for many years to come, but we'll have to see how long that takes.",neutral,0.534208849,Energy Generation and Storage
"The version 2, we expect to be about 3x as powerful. And this needs to be paired with higher-resolution cameras. Butwe have not been rushing with version 2 of the chip. It's coming along well and it's in good shape. But since we can achieve FSD, Full Self-Driving, with the current system, it would actually be adistraction right now if we were to introduce the Tesla FSD chip 2 becauseit would set us back quite a bit on software. So I wouldn't worry too much about that. That's not a -- that's an improvement but not a gamechanger. Getting the software to work and getting all the neural nets to be video, that'sthe game changer.",positive,0.599145293,Full Self-Driving
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorI think we feel very confident about achieving those targets, let's say, over a 3-year timeframe. We're aspiring to do better than what was presented at Battery Day, but we are confident of atleast doing what we presented at battery day. But for 3 or 4 years, I'd say, yes. Andrew D. Baglino, SVP of Powertrain & Energy Engineering, we're on that trajectory still. I think that'sprobably the best reference for the cost trajectory that we are on. It's not like year 1. So 3, maybe 4 years,. Give ourselves a little room. But we're confident.",positive,0.772697151,Energy Generation and Storage
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorSure. Well, I expect to be CEO of Tesla for several years. So I think there's still a lot that I'm superexcited about doing. I do probably more -- Idefinitely do more technical work than is typical for a CEO. So it would be nice to have a bit morefree time on my hands as opposed to just working day and night, from when I wake up to when I go to sleep 7 days a week. Pretty intense. But I think the mission isn't over yet, and we still got a long way to go before we can reallymake a dent in the world on accelerating the advent of sustainable energy.",positive,0.639820158,Energy Generation and Storage
"I mean basically, the -- I mean the 3 legs of a sustainable energy future are sustainable energygeneration led by solar, wind, geothermal and hydro and a few others. And of course, we need a large volume of stationarybattery packs. And I'm actually not againstnuclear fusion. I actually think nuclear fusion is -- with a well-designed reactor in a situation that isnot subject to bad weather or seriously bad weather is actually -- it is a good thing to do. And so I'm still very much fired up to work on that. And let's take the last question, please.Martin Viecha - Tesla, Inc. - Senior Director for IRFantastic. Thank you, Martin. We'll see you on the next call on Monday, December 11. Back to Mail Online home. Back into the page you came from. Back To the page that you came From. Backto the page You came from, back to the pageYou came from,. Back to thepage that you were on.",positive,0.567843199,Energy Generation and Storage
"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. As it is, we need to modify the parameters. Software parameters change forAutopilot or Full Self-Driving because it needs to know if it's in a Model 3, Model Y , Model X orModel S. And so this is -- we just need to inform the vehicle -- inform the Full self-driving brainthat it is now in a Semi truck. And then the hardware...Jerome Guillen - Tesla. - President of Automotive DivisionIt's the exact same part numbers on the Semi based on the Tesla cars. There's no difference. Our last question will come from Gene Munster with Loop Ventures. Charles Eugene Munster - Loup Ventures, LLC - Managing Partner, Co-founder & Head ofResearch",neutral,0.822062135,Autopilot
"Hydrogen is a very -- it's #1 in the periodic table. It's got very low density asliquid, like styrofoam-level density as liquid. And then it's only liquid very close to absolute 0. You want to have it as a high-pressure gas that has even lower density. So you need a gigantic fuel tank volumetrically, and it'sgot to be very high pressure. And it's a big pain in the ass basically. And we're extremely confident that we could do a long-range trucking with batteries. The mathworks out. And I think it will beperfect. The Tesla Semi will be perfect for it, yes. And yes, I'm very -- I'm looking forward tohaving some additional ones on the road very soon.",positive,0.512600482,Energy Generation and Storage
"During the call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today. Actual events or results coulddiffer materially due to a number of risks and uncertainties, including those mentioned in our mostrecent filings with the SEC. I would now like to hand the conference over to your speaker, Mr. Martin Viecha, Senior Director of Investor Relations. Please go ahead, sir.Martin Viecha - Tesla, Inc. - Senior Director for IRThank you, Sherry, and good afternoon, everyone, and welcome to Tesla's Fourth Quarter 2019Q&A Webcast. I'm joined today by Elon Musk, Zachary Kirkhorn and a few otherexecutives. Our Q4 results were announced at about 1:00 p.m. Pacific Time in the update deck we published atthe same link as this webcast",neutral,0.781026989,Automotive
"In January, we started producing Model Y in limited volumes already. And we managed to achieve, by far, the highest energyefficiency of any electric SUV ever produced at 4.1 miles per kilowatt hour. This improvement is reflected on the configurator asof today. And then just with great acceleration, top speed, it's really just incredible specs all around. I think we will make as -- about as many as we can sell for many years. It's going to be pretty nuts. So -- and I think, actually, the productis better than people realize even. They don't even have enough information to realize just theawesomeness of it, It's just great. And I'm just so proud to work with such a great team. SoI think for us to have this level of free cash flow while making massive investments in capacitywhile developing new products, while improving the core engineering, is a testament to the, I Think,incredible performance of the Tesla team.",positive,0.958029926,Automotive
