Date,Original_text,Summary,Label,Score,Category
2017/5/3,"Our next question comes from Jeff Osborne with Cowen and Company.Jeffrey David OsborneCowen and Company, LLC, Research DivisionJust 2 questions. One, Elon, at the TED Talks, and I think a couple tweets, you had talked about adding3 Gigafactories, just following up to Tyler Frank's question on CapEx needs. Can you just talk aboutwhat your ultimate vision of Tesla over the next few years? Model Y factory, truck factories, truck servicecenters, 3 Gigafactories, China schedule, is all of that going to be funded with internal cash? Or do you seepartnerships funding, despite the low margins that the battery industry has? I'm just trying to get a senseof what your ultimate vision will cost.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderRight. Incremental dilution along the way. It's hard to say. I mean, I'm sure there will be some fundingrounds that happen in the future. It's kind of a trade-off between how fast do we want to grow versus-- like, we can grow slower with no dilution, really. For sure, we could grow at a moderate pace with nodilution. We could grow at a fast pace with some dilution. Or we can grow at a very fast pace with a highlevel of dilution.Jeffrey David OsborneCowen and Company, LLC, Research Division10x growth in 3 years sounds pretty fast me but maybe not to you.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderWell, yes, but you have to look and say going from -- when we went from the Roadster to the Model S,we went from making around 500 units a year to making 20,000 units a year. So that's a hell of a goodgrowth, up by a factor of 40.Jeffrey David OsborneCowen and Company, LLC, Research DivisionGot it. Maybe just out of the interest of time, the second question I had is just on -- it would be helpfulgiven that there's hundreds of thousands of people that have put a deposit on the Model 3, can you justupdate us on what the cumulative U.S. vehicles sold that you have relative to 200,000 number to get that$7,500 tax credit? You mentioned elasticity of demand at certain price points, but certainly there's a largecontingent of people that put a deposit that unfortunately won't get the benefit. So it would be nice justto be able to track that metric, so as the 3 launches in the coming months we can see which folks will getthat. And what the impact of demand is for those that don't.Elon R.","10x growth in 3 years sounds pretty fast me but maybe not to you. Can you just update us on what the cumulative U.S. vehicles sold that you have relative to 200,000 number to get that$7,500 tax credit? And it would be nice justto be able to track that metric, so as the 3 launches in the coming months we can see which folks will getthat tax credit. And what the impact of demand is for those that don't get that tax credit for the Model 3. We will take our next question from Jeff Osborne with Cowen and Company. Jeff, can you just talk aboutwhat your ultimate vision of Tesla over the next few years? Is all of that going to be funded with internal cash? Or do you seepartnerships funding, despite the low margins that the battery industry has?",Neutral,0.65197793,Automotive
2017/5/3,"This is [indiscernible] in spite of the incentives, not becauseof them. And -- but these incentives have limited lifetime and they're limited scale -- like, for example,the federal tax credit. And then the -- that caps out at the 200k. The carb credits, which the carb rules arewoefully weak. We can sell -- there are some quarters where we can't even sell carb credits. And whenwe can, it's maybe $0.50 on the dollar, or something like that. Whereas the other car companies get tofully absorb the value of the carb credit. So, for example, gives GM roughly -- I count a $7,000 to $10,000advantage over Tesla for the Chevy Volt. That's why like [indiscernible] well, GM appears to be losing$10,000 a car on the Volt. No, they're not. They're making it up in carb credits. But they get the full retailvalue of the carb credit whereas we get the wholesale value when we're lucky. But the carb credits only --are only effective at a production rate of about 20,000 to 30,000 vehicles a year. So that's why you'll see,mark my words, it's not going to be any higher than that for the Chevy Volt. That's the 25,000 -- on theorder of 25,000 units a year or 1/10th of our initial production rate for the Model 3 or 1/20th of what theModel 3 will be next year. So Tesla's competitive advantage improves as the incentives go away. This is --it continues to be something that is not well understood. And for that they don't -- I'll also mention that --the Nevada tax credits, which for the Gigafactory, it makes it sound like we got a $1.3 billion check fromthe state of Nevada. We did not. Those tax credits are made up -- the vast majority of it is just sales anduse tax abatement on equipment in the Gigafactory. Taxes that otherwise wouldn't been there becausethere was just a bunch of rocks there before. And you don't get a lot of taxes from rocks. So that's whyit is essentially a no-lose proposition for the state. And in order for us to actually earn $1.3 billion in taxcredits for the Gigafactory we have to generate, over the course of 20 years, about $100 billion in outputfrom the Gigafactory. So yes, it's worth about like 1%. And don't want to look a gift horse in the mouthand we appreciate it and that's nice. But this is obviously -- 1% is not the difference between success andfailure for the factory.","Tesla's competitive advantage improves as the incentives go away. This is [indiscernible] in spite of the incentives, not because of them. The carb credits only --are only effective at a production rate of about 20,000 to 30,000 vehicles a year. So that's why you'll see,mark my words, it's not going to be any higher than that for the Chevy Volt. That's the 25,000 -- on theorder of 25,00 units a year or 1/10th of our initial production rate for the Model 3. And for that they don't -- the Nevada tax credits, which for the Gigafactory, it makes it sound like we got a $1.3 billion check from the state of Nevada. We did not. Those tax credits are made up -- the vast majority",Neutral,0.54355055,Automotive
2017/5/3,"And -- but a lot of articles write it in the past tense, ""Tesla received $1.3 billion.""No, we haven't. We did not receive that. It's only 1% of that, great, we'll take it. But I -- looking at thebank now, I just don't see it there. That's because it's just sales and use tax abatement over 20 years. Butthe key takeaway is that as Tesla's competitive advantage improves with scale, it doesn't get worse.","The key takeaway is that as Tesla's competitive advantage improves with scale, it doesn't get worse. Tesla received $1.3 billion in sales and use tax abatement over 20 years. That's only 1% of that, great, we'll take it. But I -- looking at thebank now, I just don't see it there. It's because it's just Sales and Use Tax Abatement. Butthe key takeaway. is thatas Tesla'scompetitive advantage improves, it don't get better. It just gets better, and it's not as bad as people think. It doesn't improve as much as you think, but it gets better.",Positive,0.46854702,Automotive
2017/5/3,"Our next question comes from Joseph Spak with RBC Capital Markets.Joseph Robert SpakRBC Capital Markets, LLC, Research DivisionJust a quick one on service. By our math, if you look at the cumulative number of vehicles you'vedelivered and the amount of stores and service stations, it's a little bit over -- or something around 700per I guess station. And I realize you're adding some more of these mobile units. But I just wanted toknow bigger picture how you think about coverage in the more steady state or at least at 0.5 million unitrate. Like, what is the right level of coverage needed for the larger fleet?Jeffrey B. StraubelChief Technology OfficerI think, rather than thinking about store or service center locations, we think about it in terms of mobileunits and lifts. And so we are building larger service centers over time that have more lifts. So our initialservice centers, it might have had 2 or 3 lifts. And we're building now service centers with 40 to 60,sometimes 80 lifts. And so there's a density within the service centers. But the mobile capability expandsthat quite greatly. So I think a lot of people do incorrect analysis to take cars in service divided bylocations, because the locations varies so widely. But that's essentially how we're thinking about capacityand planning capacity. And as Deepak mentioned earlier, our throughputs and efficiency are getting muchbetter over time, and we'll continue to improve those. So it's our goal to stay ahead of the installed basecapacity so we're providing great service. But really the Model 3 has been designed for high reliability. Andas Elon has said many times, the best service is no service at all.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderExactly. We're -- our aspiration would be we make 0 service revenue because the car never needs -- neverbreaks.Jeffrey B. StraubelChief Technology OfficerAbsolutely. And our service centers are sort of like the old Maytag Repairman. Yes.","The Model 3 has been designed for high reliability. Andas Elon has said many times, the best service is no service at all. We're -- our aspiration would be we make 0 service revenue because the car never needs -- neverbreaks. And our service centers are sort of like the old Maytag Repairman. Yes. That's essentially how we're thinking about capacityand planning capacity. And as Deepak mentioned earlier, our throughputs and efficiency are getting muchbetter over time, and we'll continue to improve those. So it's our goal to stay ahead of the installed basecapacity so we're providing great service. And we're building now service centers with 40 to 60,sometimes 80 lifts. But the mobile capability expandsthat quite greatly.",Positive,0.79751086,Automotive
2017/5/3,"Because it may-- if you have a share -- if it costs like very little, like it costs less than a bus ticket to have -- make useof a shared autonomy fleet to go wherever you want to point to point. Well, why wouldn't you just usethat? So I don't know. I don't know if the bus thing -- it does helps with density to some degree. But thenyou -- I mean you could basically have something like a higher density Model X or something like that,that's got 10 or 12 seats in it. But would you want more than that? I don't know. And then when youfactor tunnels in -- big round tunnels anyway -- yes, then the density -- urban density in traffic, and itcan be fully alleviated with tunnels. Yes, it's more like the tunnel thing that we talked about that at TEDand basically like the commentary afterwards was -- it was like the critics -- the most critical commentarywas there's a group that thinks that the whole sort of automated tunnel with electric [ scaping ] -- like,well basically, like the tunnel thing, this group that says it's obvious, and there's a group that says it'simpossible. And I would like those 2 groups to meet. It's been like sort of like there's a group that's likethe flat earth society and the hollow globe society, I think they should meet too. Have a debate.","I don't know if the bus thing -- it does helps with density to some degree. And then when youfactor tunnels in -- big round tunnels anyway -- yes, then the density -- urban density in traffic, and itcan be fully alleviated with tunnels. Yes, it's more like the tunnel thing that we talked about that at TED. It's been like sort of like there's a group that's likethe flat earth society and the hollow globe society, I think they should meet too. Have a debate. And I would like those 2 groups to meet.",Neutral,0.6481753,Automotive
2017/8/2,"Good day, ladies and gentlemen, and welcome to the Tesla Second Quarter 2017 Financial Results Q&AConference Call.  As a reminder, this conference is being recorded.I would now like to introduce your host for today's conference, Mr. Jeff Evanson. Mr. Evanson, you maynow begin.Jeff EvansonVice President of Investor RelationsThank you, Sharie, and good afternoon, everyone. Welcome to Tesla's second quarter 2017 Q&A webcast.I'm joined today by Elon Musk; J.B. Straubel; Deepak Ahuja; and Jon McNeill.Our Q2 results were announced 80 minutes ago in the update letter we published at the same link as thiswebcast.During this call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today. Actual events or results could differmaterially due to a number of risks and uncertainties, including those mentioned in our most recent filingswith the SEC. But before we jump into the Q&A, Elon has some opening remarks. Elon?Elon R. MuskCEO, Product Architect, Chairman & Co-Founder[Technical Difficulty]Jeff EvansonVice President of Investor RelationsYes, apparently, we're having trouble hearing Elon. Try a different microphone.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderHear me?[Technical Difficulty]Jeff EvansonVice President of Investor RelationsWe're getting messages from dealers that they cannot hear Elon.","The Tesla Second Quarter 2017 Financial Results Q&AConference Call.  As a reminder, this conference is being recorded. I would now like to introduce your host for today's conference, Mr. Jeff Evanson. Mr. Evanson, you maynow begin.Elon Musk: We're getting messages from dealers that they cannot hear Elon. Elon?Elon R. MuskCEO, Product Architect, Chairman & Co-Founder[Technical Difficulty]Jeff EvansonVice President of Investor RelationsYes, apparently, we're having trouble hearing Elon. Try a different microphone.",Neutral,0.75840318,Automotive
2017/8/2,"Yes, your line is open.Jeff EvansonVice President of Investor RelationsAll right. Thank you. All right. We apologize, everyone. Elon, over to you.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderAll right. Thank you. My apologies. We actually tried a new audio system with a bunch of individual mics.That seems to have malfunctioned, so we went back to standard conference call object. Anyway, just wantto confirm, people can hear what I am saying. Okay, great.So first of all, let me say that Friday night was an amazing time for Tesla. It was the -- one of the mostimportant days in the history of the company. It's one we've been striving for, for 14 years. It's the carthat we've -- the Model 3 -- hanging with us [ 30 ] production Model 3s was just an incredible milestone inthe company's history. We wanted to make a great, affordable electric car, which is the fundamental thingthat is missing.We wanted to make that from day one. And if we could only have done it sooner, we would have. And I'mglad that this day has come. What we have ahead of us, of course, is an incredibly difficult productionramp. Nonetheless, I think we've got a great team. And I'm very confident that we'll be able to reach aproduction rate of 10,000 vehicles per week towards the end of next year. And we remain, we believe, ontrack to achieve a 5,000-unit week by the end of this year.So I would simply urge people to not get too caught up in what exactly falls within the exact calendarboundaries of a quarter, one quarter over the next, because when you have an exponentially growingproduction ramp, slight changes of a few weeks here or there can appear to have dramatic changes, butthat is simply because of the arbitrary nature of the -- of when a quarter ends.So -- but what people should absolutely have 0 concern about, 0, is that Tesla will achieve a 10,000-unitproduction week by the end of next year. So if you can associate where we came from, the Roadster, wewere making only 600 units a week, where the nonpowertrain portion of the car was made by Lotus. Andwe did the powertrain and the final assembly of the car, and then we went from that to 20,000 units ayear of the Model S, a far more complex car where we did the whole thing. And then we -- with Model 3,we were more vertically integrated.","Elon Musk: Friday night was an amazing time for Tesla. It was the -- one of the mostimportant days in the history of the company. What we have ahead of us, of course, is an incredibly difficult productionramp. But I'm very confident that we'll be able to reach aproduction rate of 10,000 vehicles per week towards the end of next year. And we remain, we believe, ontrack to achieve a 5,000-unit week by theend of this year. We apologize, everyone. We actually tried a new audio system with a bunch of individual mics. That seems to have malfunctioned, so we went back to standard conference call object. Jeff Evanson: Just wantto confirm, people can hear what I am saying. Okay, great.",Positive,0.8142978,Automotive
2017/8/2,"I think people should really not have any concerns that we won't reachthat outcome from a production rate.We're also very confident about costs. We feel we gained a lot of experience. We certainly aspire tolearn from mistakes of the past. And I think we largely have. Deepak will go into some of our marginexpectations there. And unlike, say for example, the Model X, where the mistake that we made, Iobviously take primary responsibility here, was having far too much advanced technology in version 1 of aproduct, it's an -- Model X is an incredible car, but it was overreaching for the first generation of a product.But in the case of the Model 3, we've strived hard to simplify and make sure that it has everything that'snecessary to be a fantastic car. If you see the reviews, the reviews are -- you really could -- one could notask for better reviews.And I'll just sort of give you one little anecdote, which was -- which I found quite surprising is that whenwe were giving test drives to -- or tests -- the journalists were doing -- were driving the car and doing testdrives. About 80% of the journalists said that they would buy the car themselves. Most of the remaining20% said probably. This is crazy. I've never seen anything like it. So this is a very good sign.It should also be noted that one of our big concerns was that Model S, particularly, and Model X demandwould suffer with the introduction of the 3. In fact, this has turned out to be the opposite situation. ModelS and X demand increased with the release of 3.Jon, would you like to just elaborate on that? There was -- we did express this as a concern, and it was abig concern, but it has turned out to be a pleasant surprise.Jonathan McNeillPresident of Global Sales & ServiceYes, I think that's right. Not only, as Elon said, we expressed it as a concern. We had Positive comps bothyear-over-year and quarter-over-quarter and in orders in the second quarter. But since then, orders haveaccelerated in July as we noted in our shareholder letter. And it accelerated further since the handoverevent on Friday for the Model 3.So it kind of shows that S and X as our flagship products have a strong position in the market and strongdemand. And that's super encouraging that we've got those -- a strong product lineup with 3 cars that areproving to be very popular in their individual segments.Elon R.","We're also very confident about costs. We feel we gained a lot of experience. We certainly aspire tolearn from mistakes of the past. And I think we largely have. If you see the reviews, the reviews are -- you really could -- one could notask for better reviews. About 80% of the journalists said that they would buy the car themselves. Most of the remaining20% said probably. This is crazy. I've never seen anything like it. So this is a very good sign. It should also be noted that one of our big concerns was that Model S, particularly, and Model X demandwould suffer with the introduction of the 3. In fact, this has turned out to be the opposite situation. ModelS and X demand increased with the release of 3.",Positive,0.67315912,Automotive
2017/8/2,"I'm not promising anything. it's an aspirational goal. Team'sworking super hard to make it happen. But I'm excited by the prospect, and I feel, of course, optimisticthat, that will take place.So yes, really, I think -- and we're really proud of the Tesla team for getting to this point. And we want tothank the whole Tesla team. We already have 33,000 people at this point who are working hard to achievesome very difficult things. And I can be proud of working with such a great team.So let's maybe go to -- anything else you want to add, guys? Otherwise, let's go to questions.Jeff EvansonVice President of Investor RelationsAll right. Sharie, let's open it up to Q&A. Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes, not the 1 question with 8 nested questions.Jeff EvansonVice President of Investor RelationsCorrect. No nesting.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderOne question, Part A through H.","I'm excited by the prospect, and I feel, of course, optimisticthat, that will take place. I'm not promising anything. it's an aspirational goal. Team'sworking super hard to make it happen. And we want tothank the whole Tesla team. We already have 33,000 people at this point who are working hard to achievesome very difficult things. And I can be proud of working with such a great team. So let's maybe go to -- anything else you want to add, guys? Otherwise, let's go to questions. Jeff EvansonVice President of Investor Relations. Sharie, let't open it up to Q&A. Elon R. MuskCEO, Product Architect, Chairman & Co-Founder. One question, Part A through H.",Positive,0.79660285,Automotive
2017/8/2,"MuskCEO, Product Architect, Chairman & Co-FounderYou may need to talk close to this.Deepak AhujaChief Financial OfficerYes, I think you're asking where we're spending the money. I think it's in the completion of the Model 3.We are paying off on the equipment. And also we're just continuing with the construction of Gigafactory tocontinue to scale that, and so that's where majority of our capital...Elon R. MuskCEO, Product Architect, Chairman & Co-FounderOverwhelmingly. Let's be fair. Overwhelmingly is Model 3. Obviously, there are expenditures associatedwith Solar Roof, and with our Buffalo factory, we're trying to keep those relatively light for the next fewmonths.Deepak AhujaChief Financial OfficerYes. And the marketing and sales are growing our infrastructure there and our Supercharging networks, sothose are the other small pieces.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes. But just on Buffalo, if I may, I really want to emphasize we expect the Buffalo Gigafactory to be apowerhouse of solar panel and solar glass tile output. It is going to be a kickass facility. We've made thatcommitment to the state of New York. We are going to keep that. commitment. So -- and then we're alsothinking hard about where do we put Gigafactories 3, 4, 5 and 6. We expect to keep the majority of ourproduction in the U.S. and -- but, it's obviously going to make sense to establish a Gigafactory in Chinaand Europe, just to serve the markets there because it's not too -- [indiscernible] in California and truckthem halfway around the world, particularly when you're trying to make things as affordable as possible,that really hurt. We really want to get -- make our cars as affordable as possible, and so that does requiresome amount of local market production, particularly for the mass market vehicles in order to make it asaccessible as possible. So we think hard about that. I think we'll have some announcements on at least afew of those locations before the end of the year. But we don't expect to spend significant money on them.Just it's identifying the location, doing the long lead-time stuff, the permits, the planning. This doesn't costa lot of money. It's only when you really start moving dirt and putting up concrete and steel and buyingequipment that the big money starts to be required. Yes. So, anything you want to add on that?Jeffrey B. StraubelChief Technology OfficerIt's good.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderCapEx on Model S and X is pretty -- it's like really not -- it's minor compared to -- yes, yes, yes.","Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes. Overwhelmingly is Model 3. Obviously, there are expenditures associatedwith Solar Roof, and with our Buffalo factory, we're trying to keep those relatively light for the next fewmonths. So -- and then we're alsothinking hard about where do we put Gigafactories 3, 4, 5 and 6. We expect to keep the majority of ourproduction in the U.S. and -- but, it's obviously going to make sense to establish a Gigafactory in Chinaand Europe, just to serve the markets there.",Neutral,0.66216856,Automotive
2017/8/2,"Thereis continued improvement, of course, to keep pace with Model 3 so that all of our products aren't of thesame level of technology, but it's small potatoes compared to the Model 3.Deepak AhujaChief Financial OfficerAnd you're continuing to achieve cost reductions in S and X, so there's a bit of investment but[indiscernible].Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes, exactly. Absolutely. And in cases where we see cost reductions in S and X, there are cases where wewant to pass along some those cost reductions to customers. So yes, so overall feeling really -- this is likemaybe the best I've ever felt about Tesla, to be frank. It's like really -- I mean, last week stressed thehell out of me, but I really think that this is -- this is probably the best I've ever felt about the company.And -- oh and one thing I wanted to correct. I think in a prior call, publicly I had said that Model Y or ourcompact SUV, which is called Model Y, may or may not be -- would be totally architecture. I've gone -- I'vedecided -- well, upon the counsel of my executive team, thank you, thank you, thanks, guys, who reeledme back from the Cliffs of Insanity, much appreciated, the Model Y will, in fact, be using a substantialcarryover from Model 3 in order to bring it to market faster. Yes. So that will really accelerate our ability toget Model Y to market faster for -- because it's fundamentally to -- you have people who prefer a sedan,people who prefer an SUV and, in fact, the SUV market is larger which is the biggest single [ proximity ]I believe in the world. So which I thank my executive team for stopping me from being a fool. And yes.So Model Y, what the hell, will be -- have relatively low technical and production reschedule result. I stillthink we want to do the crazy thing in the future, but we will pump that too after the model -- until afterthe compact SUV. Anything else that you think [indiscernible]. So yes, we'll try to leave as much timefor questions as we can. We have a lot of operational issues to get back to but like to make work on thatmanufacturing ramp, and I'm always incredibly grateful for anyone who has -- who is an investor in Tesla.You put your faith in us. We will do whatever is necessary to reward that faith.","Elon Musk: I really think that this is -- this is probably the best I've ever felt about the company. Thereis continued improvement, of course, to keep pace with Model 3 so that all of our products aren't of thesame level of technology, but it's small potatoes compared to the Model 3. So yes, we'll try to leave as much timefor questions as we can. We have a lot of operational issues to get back to but like to make work on thatmanufacturing ramp, and I'm always incredibly grateful for anyone who has -- who is an investor in Tesla.You put your faith in us. We will do whatever is necessary to reward that faith. Anything else that you think [indiscernible] anything else thatyou think? Elon Musk: Yes, what the hell, will be -- have relatively low technical and production reschedule result. I stillthink we want to do the crazy thing in the future, but we will pump that too after the model -- until afterthe compact SUV.",Positive,0.74506304,Automotive
2017/8/2,"Our next question comes from Rod Lache with Deutsche Bank.Rod Avraham LacheDeutsche Bank AG, Research DivisionI was going to ask you which is harder, AI or AV. But I think at this point, we may not know the answer.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderWell, as you know, I'm terrified of AI.Rod Avraham LacheDeutsche Bank AG, Research DivisionI've read that.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes, you may have heard that in a few places, and it's just something we -- anyway, I definitely don'twant to rail the conversation on that front. It's just something that I think anything that represents --that is a risk to the public deserves at least insight from the government because one of the mandatesof the government is the public well-being, and that's -- insight is different from oversight. So it's just --at least the government can gain insight to understand what's going on and then decide what rules areappropriate to ensure public safety. That is what I'm advocating for. I'm not advocating for that we stopdevelopment of AI or any of the sort of [indiscernible] hyperbole, things that have been written, I do thinkthere are great benefits to AI. We just need to make sure that they are indeed benefits and we don't dosomething really dumb.Rod Avraham LacheDeutsche Bank AG, Research DivisionOkay. Well, I hope that doesn't count against my Tesla questions. But the 2 things I was going to askyou were you mentioned in the letter this confidence in getting the 25% margin on Model 3. Could youjust mention what the level of production is that you feel you need to get to in order to get there? Whatrun rate? And secondly, there have been a fair number of battery announcements, solid-state batterytechnology, Toyota and a few others. Can you -- what's your general assessment. Are we getting close tosome kind of breakthroughs here or just what's your thoughts?Elon R. MuskCEO, Product Architect, Chairman & Co-FounderOh, God. Okay, here's my opinion of the battery breakthrough of the week, battery breakthrough dujour. When somebody has like some great claim that they've got this awesome battery, you know what?Send us a sample. Or if you don't trust us, send it to an independent lab where the parameters can beverified. Otherwise, STF. Yes. So everything works on PowerPoint. If you like, I'll give you a PowerPointpresentation about teleportation to the Andromeda Galaxy. That doesn't mean it works.","Elon R. MuskCEO, Product Architect, Chairman & Co-FounderWell, as you know, I'm terrified of AI. I'm not advocating for that we stopdevelopment of AI or any of the sort of [indiscernible] hyperbole, things that have been written. I do thinkthere are great benefits to AI. We just need to make sure that they are indeed benefits and we don't dosomething really dumb. The battery breakthrough of the week, battery breakthrough dujour. When somebody has like some great claim that they've got this awesome battery, you know what?Send us a sample. Or if you don't trust us, send it to an independent lab where the parameters can beverified. Otherwise, STF.",Negative,0.49936184,Energy Generation and Storage
2017/8/2,"So Tesla is thebiggest buyer of lithium-ion batteries on earth. You know who people come to first when they've gota lithium-ion battery? Us. Because we're their biggest customer. I would love it if we could have somebreakthrough. It'd be awesome. I think there are some interesting things on the horizon, but then thetime it takes from something working in the lab to working at moderate production levels, to workingat high production levels, to optimizing the cost is several years. So it's not like it suddenly pops out ofnowhere. J.B., do you want to add to that?Jeffrey B. StraubelChief Technology OfficerI totally agree with the sort of cautious skepticism on all these announcements. And just more specificallyon the solid-state batteries, Rod. I mean, we do -- we've talked to a number of different groups that areresearching this. We actually have tested a number of those different prototype -- very early prototypesingle cells. But it's -- we don't yet see anything that changes our strategy, and we don't see anythingthere that's...Elon R. MuskCEO, Product Architect, Chairman & Co-FounderHowever, we'd love it if it did. Pretty please. Can someone please come up with a battery breakthrough.We'd love it.Jeffrey B. StraubelChief Technology OfficerWe would be the first ones to want to implement it.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes. Totally. I mean, there are some breakthroughs that I think are achievable. I -- they're confidential, soI can't talk about them on this call. But there's one particular avenue that I am confident could be made towork that would be not -- from a -- the most significant one -- breakthrough in a while. But again, you'vegot to make it work in the lab. It doesn't yet work in the lab. It's promising in the lab. You go from the labto small production, then you go to large production, then you get to cost optimization. These are severalyears, okay. I wish it was shorter, but that's the way it goes. So don't worry about that. And yes, so wasthere...Deepak AhujaChief Financial OfficerThe 25% Model 3 gross margin target. When will we get there?Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes. So J.B. might want to elaborate on this, but I feel like the point at which we are at steady-state 5,000units a week for Model 3 is about when we've reached the 25% gross margin level. So it wouldn't beright when we get to 5,000 because initially when you get to 5,000 a week, there's still a lot of overtime.You're still expediting parts from all around the world.","Tesla is thebiggest buyer of lithium-ion batteries on earth. We don't yet see anything that changes our strategy, and we don't see anythingthere that's...Elon R. MuskCEO, Product Architect, Chairman & Co-Founder. Can someone please come up with a battery breakthrough? We'd love it.Jeffrey B. StraubelChief Technology OfficerWe would be the first ones to want to implement it. And yes, so wasthere...Deepak AhujaChief Financial OfficerThe 25% Model 3 gross margin target. When will we get there? Elon Musk CEO, Product architect, Chairman and Co-founder.",Positive,0.65734425,Energy Generation and Storage
2017/8/2,"So you've a lot of expedite fees. You've got a lotof overtime, and so it takes probably from the point at which you get to the 5,000 a week, it's probablyanother 3 or 4 months before you hit the 25% gross margin. Would you agree, Deepak?Deepak AhujaChief Financial OfficerI agree. You're -- yes, I was just going to be more cautious. But I think??¦Elon R. MuskCEO, Product Architect, Chairman & Co-FounderIt's something like that. It's certainly -- you need to reach a production level and then optimize at thatproduction level.Deepak AhujaChief Financial OfficerYes, I mean, I think ultimately it's a variety of factors, including material cost and cell and the efficiencieswe achieve at the Gigafactory and ourselves. And I'm -- we are very confident we will achieve the 25%target, firstly on Model 3.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderFor sure next year. 100%.Deepak AhujaChief Financial OfficerIt's a question of actually when 100%...Elon R. MuskCEO, Product Architect, Chairman & Co-FounderAgain, I say 100% probability of achieving that at some point next year.Deepak AhujaChief Financial OfficerYes. And I feel really good about it because the bill of material that we have is so well defined and so clearin our premiums that we on prototypes is [indiscernible].Elon R. MuskCEO, Product Architect, Chairman & Co-FounderAnother way of saying we're significantly less dumb this time, we think.Deepak AhujaChief Financial OfficerYes. So and the labor hours required are significantly lower, there will be a structured manufacturing.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderIt's designed for manufacturing.Deepak AhujaChief Financial OfficerExactly. And so all of those give me much more confidence in this target. And exactly when we'll achieve, Ithink we'll give you more clarity over time.Elon R. MuskCEO, Product Architect, Chairman & Co-FounderYes. And I'd like to give some credit to our suppliers here. With Roadster, and certainly with Model S andto a slightly less degree with Model X, yes, we often could not get the top suppliers or -- and we certainlycouldn't get the A-Team at the top suppliers. What's great about the Model 3 is we have the A supplier andwe have the A-Team at the A supplier. I can't tell you how important this is. It makes a massive difference.So just a thank you to all the suppliers that work so hard to get us to this point. There's a lot of credit forany success that we have.Deepak AhujaChief Financial OfficerYes.","Elon R. Musk: We are very confident we will achieve the 25%target, firstly on Model 3. And I'd like to give some credit to our suppliers here. With Roadster, and certainly with Model S andto a slightly less degree with Model X, yes, we often could not get the top suppliers or -- and we certainlycouldn't get the A-Team at the top supplier. What's great about the Model 3 is we have the A supplier andwe have the B-Team. I can't tell you how important this is. It makes a massive difference. So just a thank you to all the suppliers that work so hard to get us to this point. There's a lot of credit forany success that we have. And exactly when we'll achieve, Ithink we'll give you more clarity over time.",Positive,0.80578873,Automotive
