Date,Content
2020-06-04,"Tesla reworks plans for its first European outpost to appease environmental critics, with the aim of producing cars in about a year https://t.co/yniTPjBpBt"
2020-06-02,Cities are so desperate to lure Tesla that they're offering billions in incentives. It may not even pay off  https://t.co/72UIfLmU87 via @BW
2020-06-02,"Cities are launching expensive bidding wars for Tesla, even as tax dollars dry up https://t.co/2LrHyrHOdF via @BW"
2020-06-01,Tesla China rival NIO is bullish about domestic market growth https://t.co/6EEYsupUrB
2020-05-28,"Elon Musk prefers to promote Tesla himself on Twitter, where he has almost 35 million followers, and through other even less conventional means https://t.co/pvcPcBtDf0"
2020-05-28,Tesla cuts prices on three of its models https://t.co/DnbFEZNMlH
2020-05-27,Tesla cuts prices on three of its models https://t.co/w5bF4uJ0ZI
2020-05-21,Tesla will give workers at its U.S. car and battery plants the ability to take unpaid leave through the end of the month https://t.co/BsMGct7nkO
2020-05-20,The ‘Tesla of Thailand’ keeps its electric vehicle factories running during the lockdown https://t.co/q4JxK5hfuS
2020-05-20,The ‘Tesla of Thailand’ keeps its electric vehicle factories running during the lockdown https://t.co/bZo1xLXvyY
2020-05-17,Tesla tells employees it has county approval to reopen plant https://t.co/MQn5ecZ3FG
2020-05-17,Tesla told employees it received approval to resume operations at its factory after Elon Musk threatened to move the company’s headquarters https://t.co/5o4L3upXac
2020-05-15,"Tesla has chosen to locate its second U.S. auto factory in Texas, a report says https://t.co/7ibRMq0j6Y"
2020-05-14,Tesla is cutting prices of cars sold in China for a second time this month https://t.co/VSviJzhdm3
2020-05-14,Police visit Tesla's sole U.S. car plant to check if the carmaker is following coronavirus safety protocols https://t.co/Q5zdczaGct
2020-05-14,Police visit Tesla's sole U.S. car plant to check whether the carmaker is following coronavirus safety protocols https://t.co/wt7M0V3S4w
2020-05-13,"Tesla can begin preparing for a restart of its only U.S. car plant as soon as next week, a California county says https://t.co/kfWwU3zVM8"
2020-05-13,The former Tesla worker who founded electric-car charger maker Wallbox Chargers is betting commuters will skip crowded buses and trains when lockdowns end https://t.co/Z2uQ3yaEnH
2020-05-12,"SpaceX is seeking almost $656,000 in new funding from California at the same time Elon Musk is battling with the state over Tesla's reopened plant https://t.co/iMUdPXwL5x"
2020-05-12,Tesla told production workers their furlough ended and that it’s getting back to work at its factory in California https://t.co/SLrcLUQIUb
2020-05-11,Tesla told production workers their furlough ended and that it’s getting back to work at its factory in California https://t.co/f4IVQJowkJ
2020-05-11,"Tesla has sued the county blocking its car plant from reopening, and Elon Musk has threatened to move Tesla’s headquarters out of California, warning that all its manufacturing may leave the state, too https://t.co/fnsaPtqOQc https://t.co/RnDXy1i2rf"
2020-05-11,Elon Musk said on Twitter that he “much appreciated” an offer from a Texas county to accommodate Tesla if it chose to move from California https://t.co/1MTlXzSWBz
2020-05-11,"Treasury Secretary Steven Mnuchin sides with Elon Musk, urging California to let Tesla reopen https://t.co/0ddoMyEX4V"
2020-05-11,"Elon Musk asserted late Saturday that restarting Tesla operations in the midst of the coronavirus pandemic didn’t make the company an outlier, nor was it going against the grain https://t.co/sC8LBDCzXf"
2020-05-10,"Elon Musk lashes out at the California county blocking Tesla from reopening its only U.S. car plant, threatening to immediately move the company’s headquarters and future programs to other states and cease manufacturing at its factory https://t.co/yC09eDMykF"
2020-05-10,"Elon Musk lashes out at the California county blocking Tesla from reopening its only U.S. car plant, threatening to immediately move the company’s headquarters and future programs to other states and cease manufacturing at its factory https://t.co/PwTLepsyaQ"
2020-05-10,Tesla threatens to pull out of California over county’s shutdown https://t.co/ObLew41hL6
2020-05-09,"Elon Musk lashes out at the California county blocking Tesla from reopening its only U.S. car plant, threatening to immediately move the company’s headquarters and future programs to other states and cease manufacturing at its factory https://t.co/2pJU4C0tKU"
2020-05-09,Tesla threatens to pull out of California over county’s shutdown https://t.co/89IF57Cc6H
2020-05-09,BREAKING: Tesla threatens to pull out of California over county’s shutdown https://t.co/H1bPbCAHmz
2020-05-09,"Serbia has protested to the EU after one of its publications described inventor and electricity pioneer Nikola Tesla as a Croat, via @AP https://t.co/0ShAq1eRTt"
2020-05-09,Tesla loses another head of European operations in the middle of the company's attempt to build its first assembly plant on the continent https://t.co/EJEXDuU1CL
2020-05-08,Tesla plans to reopen its sole U.S. car plant as soon as Friday after California’s governor allowed manufacturers to resume operations https://t.co/hZPU2DdQCM
2020-05-07,Tesla has abruptly suspended car production at its plant on the outskirts of Shanghai https://t.co/gv7IEbfkD0
2020-05-06,Tesla market value reached the threshold needed for Elon Musk to collect the first $706 million chunk of his moonshot pay award https://t.co/9EMpUa4TIu
2020-05-06,Tesla market value reached the threshold needed for Elon Musk to collect the first $706 million chunk of his moonshot pay award https://t.co/laZ1VcKUUz
2020-05-02,"Elon Musk is on the cusp of a $730 million award, even after a tweet tanked Tesla’s stock https://t.co/kNpB6YACVQ"
2020-05-02,"Tesla applies to the UK’s energy regulator for a license to generate electricity, Telegraph reports https://t.co/z5Wj0xgzD4"
2020-05-01,Elon Musk is poised to meet the performance targets needed to claim the first piece of his moonshot pay package from Tesla -- a feat that seemed almost impossible two years ago https://t.co/2VwOAYuC9P
2020-05-01,Tesla shares plunged after CEO Elon Musk said the electric-car maker’s stock was too high https://t.co/Divg1DNXvA
2020-04-30,The pandemic may get Tesla another year to satisfy its employment promises to New York State at its subsidized solar factory in Buffalo https://t.co/pC0KeQyx3F
2020-04-30,David Einhorn is questioning Tesla’s billing practices again https://t.co/urhCbQwfEG
2020-04-30,Tesla shares jump 9% in pre-market trading after it reports a surprise quarterly profit https://t.co/fMQiqED8tP https://t.co/gpkq5Q4foB
2020-04-30,Tesla's first European car plant planned for near Berlin is making progress despite minor virus disruptions https://t.co/GGSlIQ2OhC
2020-04-30,"Carmakers in China turn to online video platforms to show off their cars to customers, with almost 4 million viewers tuning into a livestream Tesla demonstration https://t.co/mlSMoVK4zT"
2020-04-30,"Tesla's Elon Musk goes on an expletive-laden rant, calling stay-at-home orders ""fascist"" and demanding people are given their ""godd--- freedom"" https://t.co/PRkVaZRhNT"
2020-04-29,Tesla earned its first-ever profit in the first quarter of a year but backed off its guidance for how the rest of the year will shake out https://t.co/ORfyilJOx7 https://t.co/BI0iPsWrjo
2020-04-29,Tesla was sued by the family of a Japanese man who was killed when a Model X operating on autopilot crashed into him https://t.co/l6mhbQbXSS
2020-04-29,"Carmakers in China turn to online video platforms to show off their cars to customers, with almost 4 million viewers tuning into a livestream Tesla demonstration https://t.co/dn9F3Zasa8"
2020-04-29,Tesla considers cutting prices of some of its cars in China for a second time this year so they continue to qualify for government rebates https://t.co/eeEU11o815
2020-04-29,Tesla considers cutting prices of some of its cars in China for a second time this year so they continue to qualify for government rebates https://t.co/WxHv7eR48B
2020-04-29,To support Tesla's stock price—and set himself up for an unprecedented performance award—Elon Musk has to sell investors on a positive narrative about the future https://t.co/dGoIG0jgfk
2020-04-28,Elon Musk entered into an unusual arrangement to provide liability coverage for fellow members of the Tesla board https://t.co/TuDwX1lFId
2020-04-27,"Tesla has called off a plan to have some workers return to its lone U.S. vehicle-assembly plant this week, before the local stay-home order is scheduled to expire https://t.co/9cIsQaqc0T"
2020-04-27,Xpeng Motors unveiled an electric car that will compete against Tesla’s Model 3 in China by offering a longer range and cheaper price https://t.co/Ylglm1ZwqU
2020-04-26,Tesla is calling some workers back to its lone U.S. vehicle-assembly plant https://t.co/WKK3tjh9su
2020-04-25,"Tesla is calling some workers back to its lone U.S. vehicle-assembly plant, before San Francisco Bay area stay-home orders are scheduled to expire https://t.co/x1gwFMljL7"
2020-04-25,Tesla escalates battle over alleged theft of robocar secrets https://t.co/oeLS53vBvr
2020-04-25,Tesla escalates battle over alleged theft of robocar secrets https://t.co/zZd22klk6R
2020-04-24,Tesla is adding a 10th director to its board https://t.co/PTlnmfuE2e
2020-04-23,"Automakers including Toyota, VW, and Tesla are cautiously coalescing around plans to reopen North American assembly plants early next month, putting pressure on Detroit's Big 3 https://t.co/aLjVYB0Oef"
2020-04-20,Tesla's claims of what U.S. consumers can save by no longer having to go to the pump isn’t keeping up with the reality of oil prices https://t.co/QRv3IulnqG
2020-04-17,Registrations of Tesla vehicles rose to a record last month in China after the electric-car maker resumed production at its Shanghai plant https://t.co/I6IjTI4Rbt
2020-04-15,Tesla must face an investor lawsuit over Elon Musk’s notorious 2018 tweet about taking the electric car maker private https://t.co/517zyY62ee
2020-04-14,"Joplin, Missouri, is seeking to tempt Tesla with $1 billion in incentives and savings to build a new factory for its Cybertruck https://t.co/k8Ccp9W7t4"
2020-04-13,"Tesla rose for a 6th straight session, capping a 43% gain https://t.co/jaL5C0SpVV"
2020-04-10,"Tesla sets the price in China for its longer-range Model 3 just 13% higher than its entry-level model, a sign it is aiming to attract more Chinese buyers https://t.co/GlwAKdEuNs"
2020-04-10,Short seller Jim Chanos predicted Tesla will lose money again this year and the stock should trade more like a carmaker than a tech company https://t.co/fR0yEMxx5S
2020-04-09,Tesla’s shipments in China jump after the company ramps up production at the Shanghai plant that was temporarily idled https://t.co/AqtoRpMg1V
2020-04-08,Tesla will cut employees' pay by as much as 30% and will furlough workers who haven't been assigned to critical tasks https://t.co/u1BRDGv4tr
2020-04-08,JUST IN: Tesla will reduce employees’ salaries as much as 30% starting this Monday to cut costs as it shuts down some operations because of the coronavirus pandemic https://t.co/PFVPFhAPDs
2020-04-07,Tesla is nearing debut of longer range China-made Model 3 https://t.co/ApFldVFl7s
2020-04-06,Tesla shows footage of a prototype ventilator the company is trying to make with auto parts https://t.co/VGY8tEoP6q
2020-04-06,Tesla shows footage of a prototype ventilator the company is trying to make with auto parts https://t.co/90XyK1PfKB
2020-04-05,A rare Tesla critic who Elon Musk actually thinks highly of is impressed with the new Model Y https://t.co/ScMgQY3FKn
2020-04-04,A rare Tesla critic who Elon Musk actually thinks highly of is impressed with the new Model Y https://t.co/JkNaGDXLGW
2020-04-03,"Tesla shares soared after its first-quarter delivery numbers impressed investors, but analysts advocate caution https://t.co/fzQvGtYqWT"
2020-04-02,Tesla’s early-year vehicle deliveries fell less than expected https://t.co/h1W2x1BGBh
2020-04-02,A rare Tesla critic who Elon Musk actually thinks highly of is impressed with the new Model Y https://t.co/nO7RwHcLQB
2020-03-31,"The coronavirus pandemic is expected to have done a number on demand for all automakers, including Tesla https://t.co/F1v1qam23C"
2020-03-31,Documents obtained through a California public records request show how Tesla fought to keep its Fremont plant open while the city was closing down https://t.co/aUCwHeFiYX
2020-03-27,Tesla's Nevada gigafactory is reducing on-site staff by 75% to help slow the spread of the coronavirus https://t.co/C6tED4NuWb
2020-03-27,Tesla's Nevada gigafactory is reducing on-site staff by 75% to help slow the spread of the coronavirus https://t.co/Tx5cphse9F
2020-03-26,"Two Tesla employees have tested positive for the coronavirus, according to an internal email https://t.co/IIGf2HaT1K"
2020-03-24,A New York assemblyman has asked Elon Musk to make ventilators at Tesla’s state-subsidized solar factory in Buffalo https://t.co/BWtLJi39vD
2020-03-19,Tesla will idle production at its lone U.S. assembly plant after days of dueling with local authorities https://t.co/rMJZO7TFrL
2020-03-19,Tesla will hand out masks and take workers’ temperatures before they enter the carmaker’s California factory Thursday https://t.co/aAnCj0RYfo
2020-03-18,Tesla told employees early Wednesday it is awaiting “final word” on the status of operations at its vehicle assembly plant in California after county officials said that Tesla is not an essential business https://t.co/8651O8EJkU
2020-03-18,How China bent over backward to help Tesla when the virus hit https://t.co/m7gti64Hnn
2020-03-18,How China bent over backward to help Tesla when the virus hit https://t.co/ylzLL0Gx8O
2020-03-18,Tesla's plan to keep factory open thrown up in the air by sheriff https://t.co/geO9AvC94H
2020-03-17,How China bent over backward to help Tesla when the virus hit https://t.co/yA0NOEUtTW
2020-03-17,Musk signals Tesla Fremont plant will stay open despite virus https://t.co/vM406IcGfb
2020-03-16,"Tesla's 2020 deliveries will drop and Ford will post will post its first annual loss since 2009 because of coronavirus, according to an analyst estimate https://t.co/cVuRSUKdxJ"
2020-03-15,Tesla's plan to build a state-of-the-art German plant in under two years has cut through the country’s notorious red tape https://t.co/vxLLtwTaCz
2020-03-14,Tesla's plan to build a state-of-the-art German plant in under two years has cut through the country’s notorious red tape https://t.co/mGGZmmdYlx
2020-03-14,Tesla's plan to build a state-of-the-art German plant in under two years has cut through the country’s notorious red tape https://t.co/1Iyg0IWBX4
2020-03-12,"Tesla will probably sell about 10% fewer cars this year as coronavirus hits demand for vehicles, Morgan Stanley says https://t.co/rYC4jhAquV"
2020-03-12,"Tesla will probably sell about 10% fewer cars this year as coronavirus hits demand for vehicles, Morgan Stanley says https://t.co/NTWNgtIKly"
2020-03-11,"Tesla briefly passed Boeing as the most valuable industrial company in the U.S., after being almost $200 billion behind a year ago https://t.co/LI44gOfgQR https://t.co/6yoy6wqNSm"
2020-03-11,Tesla on the hunt for cybertruck plant location in central U.S. https://t.co/eDl58zhmv6
2020-03-11,Tesla on the hunt for cybertruck plant location in central U.S. https://t.co/FF0iSGIQOS
2020-03-09,Tesla shares declined as concerns about a price war in oil spur a crash in crude prices and the coronavirus outbreak weighs heavily on car sales in China https://t.co/zE1Q87zTtI https://t.co/2onMVx5Lyp
2020-03-09,"Tesla delivered almost one-third of all electric vehicles in China last month, signaling the Model 3 maker has been relatively unscathed by the coronavirus outbreak https://t.co/df1tBTvGhz"
2020-03-09,Tesla's plan to build a state-of-the-art German plant in under two years has cut through the country’s notorious red tape https://t.co/SURoodGcvl
2020-03-07,Tesla’s effort to beat back an investor lawsuit over Elon Musk’s notorious take-private tweet drew sharp questions from a judge about the chief executive’s dealings with a Saudi Arabian investment fund https://t.co/vlwjlyHuVS
2020-03-06,"Elon Musk’s comments about taking Tesla private were ""aspirational,"" not fraudulent, the company says https://t.co/hoddfHPLkT"
2020-03-06,GM says it can compete with Tesla in one key area: batteries https://t.co/Ko2UKnX94F
2020-03-06,Tesla omits hundreds of injuries that it listed in logs at its factory from annual summary data that it sends to the government https://t.co/205wFrWou8
2020-03-06,GM says it can compete with Tesla in one key area: batteries https://t.co/lodxn6fNdf
2020-03-04,"GM unveiled plans to roll out an electric vehicle for each of its brands starting this year, vowing they’ll make money and have better range than any currently sold Tesla https://t.co/SmePzYmYRO"
2020-03-04,"Two brothers from Hong Kong are taking on Tesla with a $195,000 electric supercar https://t.co/L1b96vLhgQ"
2020-03-04,"Two brothers from Hong Kong are taking on Tesla with a $195,000 electric supercar https://t.co/M2KFbBRCb9"
2020-03-04,"Two brothers from Hong Kong are taking on Tesla with a $195,000 electric supercar https://t.co/3LKFTy0CV1"
2020-03-04,"Two brothers from Hong Kong are taking on Tesla with a $195,000 electric supercar https://t.co/dN2EOVopb0"
2020-03-03,"The chief executive of the world’s biggest wealth fund has confirmed that it dumped almost half its shares in Tesla last year, before a historic rally https://t.co/UnR2vkeQv6"
2020-03-03,BMW will roll out the electric i4 sedan next year to take on Tesla's Model 3 https://t.co/M7uIS8YMXY
2020-03-03,"European carmakers including BMW, Volkswagen and PSA Group launch an electric-car offensive aimed at blunting the strength of Tesla https://t.co/z1dJ2eBQIE"
2020-03-03,"VW will make an all-electric SUV, taking its big cash pile and engineering prowess to Tesla https://t.co/EPN4NdAGzU"
2020-03-03,BMW will roll out the electric i4 sedan next year to take on Tesla's Model 3 https://t.co/yB1EXymFfw
2020-03-02,Tesla is struggling to get traction in Japan https://t.co/9tSeJULFrO
2020-03-02,Tesla has had a rough couple months in two European markets Elon Musk counted on for growth last year https://t.co/fEhHVHbmXR
2020-02-27,New Tesla car registrations in China plunge 46% in January after the Lunar New Year and the coronavirus kept buyers away https://t.co/W2XjIG1Nyl
2020-02-25,Tesla spent years lobbying against laws banning car manufacturers from operating their own stores. Now electric-vehicle startups are following in its footsteps https://t.co/iXP6AA40MO
2020-02-25,The NTSB asked Apple about its policies on phone use as part a probe of a deadly Tesla crash involving an Apple employee who was playing a game on a company-issued device https://t.co/DoLvN8ZV6w
2020-02-25,Tesla spent years lobbying against laws banning car manufacturers from operating their own stores. Now electric-vehicle startups are following in its footsteps https://t.co/qnlumRkOku
2020-02-24,The trial lawyer who helped Elon Musk defeat a defamation lawsuit by a British caver is now set to defend the CEO in a fight with Tesla shareholders https://t.co/j3CcoaLRcQ
2020-02-24,The NTSB said it will convene a second hearing on a fatal crash involving Tesla’s Autopilot technology even though the company hasn’t formally responded to the first one https://t.co/EJyNZarFvk
2020-02-24,Tesla supercharges the returns of two Asia hedge funds https://t.co/eHXm4wW7YH
2020-02-24,Your sleek new Tesla Model S or electronic BMW has a distinctly 19th century feature that you may not be aware of — and this company wants to change that https://t.co/8Xlm25ijpe
2020-02-24,Tesla supercharges the returns of two Asia hedge funds https://t.co/N9iKUVyPdX
2020-02-24,Your sleek new Tesla Model S or electronic BMW has a distinctly 19th century feature that you may not be aware of — and this company wants to change that https://t.co/GxZXbvleeV
2020-02-24,Tesla's next big challenge: bringing Solar Roofs to superfans https://t.co/VZuf4UWh46 via @BW
2020-02-23,Your sleek new Tesla Model S or electronic BMW has a distinctly 19th century feature that you may not be aware of — and this company wants to change that https://t.co/ot27F1yUf0
2020-02-23,Your sleek new Tesla Model S or electronic BMW has a distinctly 19th century feature that you may not be aware of — and this company wants to change that https://t.co/pPn0jhVgec
2020-02-23,Tesla's next big challenge: bringing Solar Roofs to superfans https://t.co/0SWSVLxbx8 via @BW
2020-02-23,Your sleek new Tesla Model S or electronic BMW has a distinctly 19th century feature that you may not be aware of — and this company wants to change that https://t.co/GUf3VzdXNM
2020-02-23,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/9TQI0JJHIS"
2020-02-23,"Your sleek new Tesla Model S or electronic BMW has a distinctly 19th century feature that you may not be aware of, among its batterie -- a company in Estonia wants to change that https://t.co/yJRJirE9UR"
2020-02-23,Cathie Wood’s Tesla bet helps put her in the top tier of stock pickers (via @bopinion) https://t.co/5ut6DgGOHI
2020-02-22,Tesla's next big challenge: bringing Solar Roofs to superfans https://t.co/RiRx7Q9HB3 via @BW
2020-02-22,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/JLlojS8jlz"
2020-02-21,Brazil President Jair Bolsonaro's pro-business agenda includes trying to convince Tesla to set up a plant https://t.co/aCt9tlJ3fC
2020-02-21,"Tesla jumped 8 spots in Consumer Reports’s latest auto brand rankings, inching closer to leader Porsche https://t.co/zyD3ms4dFx"
2020-02-21,Tesla's next big challenge: bringing Solar Roofs to superfans https://t.co/Vq8LTCSfLs via @BW
2020-02-21,"Tesla jumped 8 spots in Consumer Reports’s latest auto brand rankings, inching closer to leader Porsche https://t.co/AwvN9j0Sas"
2020-02-20,Tesla has overcome a legal roadblock standing in the way of a plan to build a factory in Germany https://t.co/gd3bSDFCoE
2020-02-20,"Tesla jumped 8 spots in Consumer Reports’s latest auto brand rankings, inching closer to leader Porsche https://t.co/qmK19XKXu0"
2020-02-20,"Tesla jumped 8 spots in Consumer Reports’s latest auto brand rankings, inching closer to leader Porsche https://t.co/QlOHM5smt9"
2020-02-20,"Elon Musk bought $10 million of Tesla shares on Valentine's Day, raising his holding to 18.5% of the company https://t.co/AwR13Q9vRn"
2020-02-20,"Elon Musk bought $10 million of Tesla shares on Valentine's Day, raising his holding to 18.5% of the company https://t.co/abGJpUG5bV"
2020-02-19,"A strip of electrical tape can trick a Tesla into breaking the speed limit, say researchers https://t.co/OjK1Nmmlyk"
2020-02-19,Wall Street's biggest bull on Tesla lifts its target price by 27% https://t.co/FXC93bKgwr
2020-02-19,"A strip of electrical tape can trick a Tesla into breaking the speed limit, say researchers https://t.co/WXw5SE04Su"
2020-02-19,Wall Street's biggest bull on Tesla lifts its target price by 27% https://t.co/oH4V12R8MF
2020-02-19,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/XXpg05vhrI"
2020-02-19,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/vMidWymB6o"
2020-02-18,Virgin Galactic's stock run is starting to look a bit like Tesla's https://t.co/ClmhG1NtJi
2020-02-18,"Tesla’s financing arrangements in China may be the subject of the SEC inquiry that was disclosed last week, according to analysts at Evercore https://t.co/bX5znZ2730"
2020-02-18,"Palladium is the ""Tesla stock of commodities,"" says one analyst, after the metal hit a new record high https://t.co/Wiz1Cqai9p"
2020-02-18,"This Brisbane fund bet on Tesla just before the stock's meteoric rise sent the carmaker's market cap to $160 billion. 

The fund has returned 28% over the last 3 years, besting 99% of peers. https://t.co/pxtekMPoaw https://t.co/nbbOiZ3356"
2020-02-18,"Morgan Stanley’s Adam Jonas almost doubles his most optimistic projection for Tesla shares—from $650 to $1,200 https://t.co/8VcHFI1IS7"
2020-02-18,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/5xPSPsRMYP"
2020-02-18,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/W16sqZMCch"
2020-02-18,"Elon Musk calls Bill Gates underwhelming after billionaire buys a Porsche Taycan, not a Tesla https://t.co/2wzAE56lHW"
2020-02-18,Top 1% fund bet on Tesla stock just before the big bounce https://t.co/JOaYdddoat
2020-02-18,"This Brisbane fund bet on Tesla just before the stock's meteoric rise sent the carmaker's market cap to $160 billion. 

The fund has returned 28% over the last 3 years, besting 99% of peers. https://t.co/gOfYfbEhmG https://t.co/bxGW5jqoBO"
2020-02-17,"A German court said clearing a forest near Berlin for a new Tesla factory must stop immediately
https://t.co/BmMCBOolGn"
2020-02-17,"A German court said clearing a forest near Berlin for a new Tesla factory must stop immediately
https://t.co/2QjCXNv9CY"
2020-02-16,"A German court said clearing a forest near Berlin for a new Tesla factory must stop immediately
https://t.co/O7qdPr1ZZz"
2020-02-16,"A German court said clearing a forest near Berlin for a new Tesla factory must stop immediately
https://t.co/e0UOibgLbE"
2020-02-14,Xi's pick to save China from the coronavirus is a loyalist who lured Tesla https://t.co/SigYnA1L8K
2020-02-14,Tesla investors who got in on the share sale received of the steepest discount it has ever offered https://t.co/nxjdznLFMW
2020-02-14,A virtuous circle of stock offerings has enabled Tesla to raise about $14 billion over the last decade https://t.co/W6F8MmzJAo
2020-02-14,Tesla needs to hire about 360 people at its massive solar factory to avoid paying a fine https://t.co/TB97hsFwe9
2020-02-14,Xi's pick to save China from the coronavirus is a loyalist who lured Tesla https://t.co/TBNkC8GhaF
2020-02-14,Elon Musk’s personal borrowing keeps climbing even with Tesla's stock surging https://t.co/U0hSiDeCrp
2020-02-14,Elon Musk’s personal borrowing keeps climbing even with Tesla's stock surging https://t.co/fcV7Its4Et
2020-02-14,Tesla stock offering to price at $767 a share https://t.co/TlTdhoCrUL
2020-02-14,A virtuous circle of stock offerings has enabled Tesla to raise about $14 billion over the last decade https://t.co/wao4hW7BBe
2020-02-13,Elon Musk’s personal borrowing keeps climbing even with Tesla's stock surging https://t.co/Es0rxcjLrY
2020-02-13,"Share offerings will often spark a sell-off in most stocks. 

Tesla is not like most stocks. https://t.co/UhrWfXmv7F"
2020-02-13,Tesla plans to offer about $2 billion of common stock as Elon Musk takes advantage of surging shares https://t.co/upkrrq2hWn
2020-02-13,Tesla’s stock surge is taking a toll on another hedge fund manager who bet against the company https://t.co/Eb8axoKrj5
2020-02-13,"Tesla's ""surprising"" plan to raise money may add fuel to its rally https://t.co/FjFlAy7KZb"
2020-02-13,Tesla isn’t in the clear yet with the U.S. Securities and Exchange Commission https://t.co/llZdv3eGhD
2020-02-13,Tesla is planning to build a heavier version of the Model 3 in China https://t.co/8xGYYgyeG1
2020-02-12,"Tesla probably needs to boost spending early this year to keep growing, which could lead to surprise losses, according to some analysts https://t.co/r82cL2MUqg"
2020-02-11,The National Transportation Safety Board puts Tesla's autopilot in the spotlight in its new report on California crashes https://t.co/w0S7i9v1RC
2020-02-10,"Here's what it would take for Tesla shares to reach $1,000 https://t.co/9sOAWYxKB4"
2020-02-10,Tesla shares are back on the rise after the electric-car maker resumed production at its China factory with the help of the Shanghai government https://t.co/fwVJWbIQUg
2020-02-10,Tesla gets hearts pumping on the Street https://t.co/Sn5kAR8aPm
2020-02-09,Tesla gets hearts pumping on the Street https://t.co/JgQdfYVPbF
2020-02-09,Carmakers from Tesla to Ford are developing ever-sleeker electric cars. Volvo AB has something a little chunkier in the race — a battery-powered garbage truck https://t.co/8Y3kZEetdD
2020-02-09,Saudi Arabia’s giant sovereign-wealth fund sold almost all of its Tesla shares before their epic surge https://t.co/1161WcnGOi
2020-02-09,Tesla gets hearts pumping on the Street https://t.co/CssWWgmzgv
2020-02-08,Tesla's stock price is divorced from any reasonable underlying math (via @bopinion) https://t.co/TP7XaGsLD9
2020-02-08,Carmakers from Tesla to Ford are developing ever-sleeker electric cars. Volvo AB has something a little chunkier in the race — a battery-powered garbage truck https://t.co/qkcpO7f5PH
2020-02-08,Carmakers from Tesla to Ford are developing ever-sleeker electric cars. Volvo AB has something a little chunkier in the race — a battery-powered garbage truck https://t.co/5n6cSTCRv1
2020-02-08,Carmakers from Tesla to Ford are developing ever-sleeker electric cars. Volvo AB has something a little chunkier in the race — a battery-powered garbage truck https://t.co/EEXg7zKnEM
2020-02-08,Tesla gets hearts pumping on the Street https://t.co/yICu9NmXhD
2020-02-08,Carmakers from Tesla to Ford are developing ever-sleeker electric cars. Volvo AB has something a little chunkier in the race — a battery-powered garbage truck https://t.co/QqXzHvt0gR
2020-02-08,Carmakers from Tesla to Ford are developing ever-sleeker electric cars. Volvo AB has something a little chunkier in the race — a battery-powered garbage truck https://t.co/ULa2GLpGlZ
2020-02-08,Tesla to Resume Production at Shanghai Factory on Feb. 10 https://t.co/OjKDUVYSiL
2020-02-07,Germany and France set out blueprint for giant $5.5 billion battery factory to rival Tesla https://t.co/rgdEKs3F9X
2020-02-07,Germany and France set out blueprint for giant $5.5 billion battery factory to rival Tesla https://t.co/vkhNm7yE91
2020-02-07,China’s CATL wins deal to supply batteries to Tesla https://t.co/JewbKOFf0a
2020-02-06,"Tesla needs Apple's margins and VW's sales to justify its values, analysts say https://t.co/1TlKKd9V6Q"
2020-02-06,Rep. Alexandria Ocasio-Cortez's electric-car charging measure lifts Tesla shares https://t.co/zQgYcAU6Z3
2020-02-06,"After an epic six-day rally, Tesla shares tumbled 17% Wednesday, cutting Elon Musk's fortune by $5.9 billion https://t.co/QoFBclsDbO"
2020-02-05,"After an epic six-day rally, Tesla shares tumbled 17% Wednesday, cutting Elon Musk's fortune by $5.9 billion https://t.co/fBKpdAES9N"
2020-02-05,Not sure what to make of Tesla’s wild start to 2020? You’re not alone https://t.co/tss6e8bWFR
2020-02-05,Tesla shares have slipped 21%. The biggest drop on record https://t.co/UaAO76KVjq https://t.co/Y6w5DqMLho
2020-02-05,"The incredible six-day, 60% rally in Tesla screeched to a halt https://t.co/Td7gc7pyyN https://t.co/0CcRiL3jBi"
2020-02-05,"Big Short's Steve Eisman says the recent run-up in Tesla's stock is inexplicable and that it has ""cult-like"" aspects https://t.co/18aKYvY3wn"
2020-02-05,Saudi Arabia’s giant sovereign-wealth fund sold almost all of its Tesla shares before their epic surge https://t.co/q2t4IHDszT https://t.co/pZUNRgrHkO
2020-02-05,"The average daily value of Tesla stock changing hands last year was $2.5 billion. 

About $55 billion of Tesla shares were traded Tuesday https://t.co/EmT7C5KTcE https://t.co/RkTcHhJcLe"
2020-02-05,China’s best stock is up twice as much as Tesla this year https://t.co/pzf5RsUk7b https://t.co/P7LJ7kRbCS
2020-02-05,Saudi Arabia’s giant sovereign-wealth fund sold almost all of its Tesla shares before their epic 125% surge https://t.co/lwyqeH7suv https://t.co/yobXpqdcD6
2020-02-05,"Shares of Tesla have already doubled this year, giving it a market value greater than GM's and Volkswagen's combined https://t.co/sHwHQqz7HV"
2020-02-05,Now even emerging-market stock investors are celebrating Tesla's eye-watering rally https://t.co/jRynILzOVr
