original_text,summary,negative,neutral,positive
,"Most of our regulatory credit revenue from Q4 was not lined up prior to the beginning of thequarter. So I wish Icould give you more on this, Dan, but it's a space that's extraordinarily difﬁcult for us to forecast. It's possible that for a handful ofadditional quarters, it remains strong, it's also possible that it's not. and we don't plan the business around that. And so debt reduction is important. That's helpful on interest expense as well. We are also using the money with respect to our investments in future capacity. and so what we'reable to do now that we haven't had the opportunity to do in the past.",0.2744206488132477,0.5183378458023071,0.20724152028560638
,"Service expansion is really important to thefuture strategy of the company. we're building capacity,particularly in Austin and Berlin, we can build that capacity with the expectation of what the endstate of capacity will be. And so we're able now to make investments there and also in the Superchargingnetwork to get ahead of future demand, which will cost us more in the near term but is what theright long-term thing is for our customers and the company, says Jerome.OperatorOur next question will come from Alex Potter with Piper Sandler.Alexander Eugene Potter - PiperSandler & Co., Research Division - MD & Senior ResearchAnalystGreat. Was wondering, you mentioned how you'd like to build out your Supercharging network. Could you give us an idea of how you would like to do that?",0.06948940455913544,0.45291295647621155,0.4775976240634918
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorNo, it does not. Although we are talking with them about making the 4680 form factor, but they -- itis not required. For example, the new S currently uses the 18650 form factor. So they're just a moreadvanced cell, and we think we'll continue to use that form factor for at least a few years. But wewill, over time, be retiring the form factors and try to move to a consistent form factor in the future, he said. Alexander Eugene Potter - Piper Sandler & Co., Research Division - MD & Senior ResearchAnalystOkay. And then one additional maybe qualitative question.",0.2384183406829834,0.6928790807723999,0.06870251148939133
,"Elon R. Musk: Access to dollars is one thing, but access to human beings thatare suf ﬁciently qualiﬁed is another. That is one of the things that -- or limits the growth rate. It doesn't limit the ultimate size. It limitsthe growth rate, which is what's the rate at which we can onboard great people and get them trainedin the right areas. And at least I'd like to -- yes, at least at least 50% per year for many years to come. I thinkthis year, we may track to track to 50% this year.",0.16052694618701935,0.42220956087112427,0.41726353764533997
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorI think Tesla is deﬁnitely going to make an electric van at some point. The thing to bear in mind isthat there is fundamentally a constraint on battery cell output. It's like -- if one is not involved inmanufacturing, it's really hard to appreciate just how hard it is to make electric vans. a fair bit above 50%, but we don't want to commit to that. But at leastthat's what it would appear, and the same again next year. It appears to be meaningfully above 50%.OperatorOur next question will come from Joseph Spak with RBC Capital Markets.Joseph Robert Spak - RBC capital Markets, Research Division - Autos and Leisure Analyst",0.6673629283905029,0.30009758472442627,0.03253943845629692
,"A big part of the reason -- the main reason we have not accelerated new products is that we simply don't have enough cells built. Like we -- this -- if we were tomake the Semi like right now, which we could easily go into production with the Semi, but wewould not have enough to cells for it right now. Thesame would go for a van. It's the hardestthing in the world. Prototypes are easy. Scaling production is very hard. But it willabsolutely make sense for us to do it as soon as we can address the cell production constraint.Joseph Robert Spak - RBC Capital Markets, Research Division - Autos and Leisure AnalystOkay. And then maybe if I could dig into your past on one more item. About about the Tesla Semi. About theTesla Semi. about theTesla van. About. the Tesla Model S. about. the Model X.",0.6209725141525269,0.3157961666584015,0.06323131173849106
,"Elon Musk: ""The software still does not fully use the capabilities of theFSD version 1 computer"" ""The version 2, we expect to be about 3x as powerful. And this needs to be paired with higher-resolution cameras"" ""It's coming along well and it's in good shape,"" he says. ""It would actually be adistraction right now if we were to introduce the Full Self-Driving -- the Tesla FSD chip 2 becauseit would set us back quite a bit on software"" ""Software is the critical path to Full. Self- Driving,"" he adds. ""I'm personallycertain that you can create Full self-driving with safety Level 5""",0.10284116864204407,0.5146980881690979,0.38246071338653564
,"So I wouldn't worry too much about that. That's not a -- that's an improvement but not a gamechanger, the FSD 2. Getting the software to work and getting all the neural nets to be video, that'sthe game changer.Andrew. Drew? It's not like year 1. So 3, maybe 4 years, give ourselves a little room. But for 3 or 4 years,. I'd say, yes. Andrew. Drew. The next question will come from Emmanuel Rosner with Deutsche Bank.Emmanuel Rosner - Deutsche Bank AG, Research Division - Director & Research AnalystMy ﬁrst question is about your in-house cell manufacturing efforts. So in addition to building upcapacity, some of the goals you highlighted was to cut the pricing or the cost by about 50% over a number of years.",0.1963081806898117,0.6047682166099548,0.19892364740371704
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. We're aspiring to do better than what was presented at Battery Day, but we are conﬁdent of atleast doing what we presented at battery day. We put together the trajectory in the battery day, and we're on that trajectory still. I think that'sprobably the best reference for the cost trajectory that we are on. And then we have -- you're going to Hawaii andsee Larry and the X.com, and I'm trying to put it all together. So there's a lot of questions there. And I expect to be CEO of Tesla for several years.",0.07817018777132034,0.3556593060493469,0.5661705136299133
,"I do -- I think I do probably more -- Ideﬁnitely do more technical work than is typical for a CEO. So it would be nice to have a bit morefree time on my hands as opposed to just working day and night, from when I wake up to when I go to sleep 7 days a week. Pretty intense. But I think the mission isn't over yet, and we still got a long way to go before we can reallymake a dent in the world on accelerating the advent of sustainable energy. I mean the goal of Teslafrom beginning has been to accelerate sustainable energy, but it's still very, very tiny, like an order of 1% or lessthan 1%.",0.18824313580989838,0.4001270532608032,0.4116297662258148
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. That's true, yes. As it is, we need to modify the parameters. Software parameters change forAutopilot or Full Self-Driving because it needs to know if it's in a Model 3, Model Y , Model X orModel S. And so this is -- we just need to inform the software. And then the hardware...Jerome Guillen - Tesla. - President of Automotive DivisionIt's the exact same part numbers on the Semi based on the Tesla cars. There's no difference. And let's take the last question, please.OperatorOur last question will come from Gene Munster with Loop Ventures.",0.12083306163549423,0.7090767621994019,0.1700902283191681
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorNo. I think there will be -- you have different control functions because there are turns that you cannot do in a Semi. Like you don't want to try to parallel parkthis thing on the street in a city. It needs to know its limitations being a giant truck.Charles Eugene Munster - Loup Ventures, LLC - Managing Partner, Co-founder & Head ofResearchMakes sense. My follow-up question was related to if you could just help us explain why batteryelectric will win versus hydrogen cell fuel tech. Elon Musk: I mean honestly, I've had this question a million times for -- just for regular vehicles, even backin the early Roadster days, even before we had the Roadster out. People were saying that somehowhydrogen is going to be a better means of energy storage in a car than batteries.",0.38524070382118225,0.48704609274864197,0.1277131289243698
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorThanks so much. All right. And unfortunately, that's all the time we have today. So thanks forall of your great questions, and we will speak to you again in about 3 months. Thank you.OperatorLadies and gentlemen, this concludes today's conference call. Youmay now disconnect. The call is being broadcast live on the company's website at http For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch or click here for details.",0.2438785433769226,0.4514886140823364,0.30463290214538574
,"Elon Musk: Q1 ended up being a strong quarter despite many challenges in the ﬁnal few weeks. Even with all the challenges, we achieved a 20% automotive gross margin, excluding regulatorycredits, while ramping 2 major products. What we've learned from this is that -- we've obviouslylearned a lot here. After all -- after the Model 3 ramp from 3 years ago, our new products get new products. After the Q&A, Elon has some opening remarks. (Operator Instructions) The call is being webcast at the following link: Tesla's First Quarter 2020 Q&aWebcast. During this call, we will discuss our business outlook and make forward-looking statements. Thesecomments are based on our predictions and expectations as of today.",0.0585305355489254,0.384502112865448,0.5569673180580139
,"In Q1, we produced more Model Ys in the ﬁrst quarter thanModel 3s in Fremont. Most surprisingly -- Model Y was proﬁtable already in its first quarter ofproduction. We are collecting data from over 1 million intersections every month at thispoint. This number will grow exponentially as more people get the update. Soon, we will be collectingData from soon-to-be-released self-driving cars. We feel quite good about and where we feel that it is probably asafety improvement. The Model Y ramp has been even faster thanthe Giga Shanghai ramp in Q1. runfaster and become pro-table sooner.",0.02064346894621849,0.11733140796422958,0.8620251417160034
,"Over 1 billion intersections per month. All of those conﬁrmations are training on neural net. We're quite literally orders ofmagnitude more than everyone else combined. I think this is an advantage that no one else has, and we're quite Literally orders ofMagnitude More than Everyone Else Combined. We really feel we're -- I feelextremely con ﬁdent that it will be possible to do a drive from your home to your ofﬀce most of thetime with no interventions by the end of the year. So this is -- we can almost do this already. It's very difﬃcult to have a search engine that competes with Google becauseeveryone is training Google all the time with their searches.",0.19928531348705292,0.49181506037712097,0.3088996708393097
,"Teslaspecial. with theleading-edge alpha builds driving in the car. We increased the range of Model S and X yet again, thistime to 391 miles. As soon as the EPA reopens for testing, we will redo the test, and we're actually conﬁdent that we will achieve a 400-mile or greater range with the Model S. For Model Y , we introduced a revolutionary 2-piece rear rear. We're looking -- we're going to continue pushing for improvedrange over time and improving handling, acceleration and all the little details that make Teslaspespecial. With the new Model Y, we're introducing a revolutionary two- piece rear for the first time.",0.025589212775230408,0.31428733468055725,0.6601235270500183
,"Our Shanghai Model 3 margins improved dramatically since Q4 of last year, nearing equivalents ofModel 3s built in Fremont. We also announced a long-range andperformance variant of Model 3 for our road map, which will positively impact ASPs in China. On order rates, we did not experience much of an impact related to the expiration of governmentincentives at the end of Q4. In fact, we exited the quarter with our highest-ever backlog yet again. And now to Zachary J. Kirkhorn - Tesla, Inc. - CFOYes. I'm very proud of the accomplishments of the Tesla teamthis past quarter. A few things to highlight and add to what Elon just mentioned. We successfullylaunched, ramped and demonstrated proﬁtability of the Model Y , as Elon mentioned. This is our second large-scale product launch since Model 3 in 2017, and it'sevidence to the progress we've made on cost control and ramp ef ﬁciency.",0.01160796731710434,0.08987464755773544,0.8985174298286438
,"Automotive grossmargin, excluding the impact of regulatory credits, remained strong for all products. We continue to make progress on OpExefﬁciency as well as our service and other margins. Our energy business was impacted as well byshutdown activities in Q1, limiting deployments. We are taking the near-term actions required to continue thoseinvestments. Model Y remains on track to achieve our long-termplans and technology road map, and we will continue to invest in this area. We expect regulatory credit sales, which are credits we sell to other carmakers, to generally increase with time. This can be seen by the increase from Q1 relative to Q4. And notethat most of the credit revenue did not contribute to cash in Q 1, and it's reﬂected on the balance sheet.",0.14418338239192963,0.5462539792060852,0.3095625936985016
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes, absolutely. As you may be like, at a high level, our overall goal is to maximize the area underthe curve of customer happiness. That is our goal. And we think that that's the kind of thing that allcompanies should try to do. And it's what results in long-term value creation. And loyalty begetsloyalty. So our goal is always really to do the best thing for the customers, and we're conﬁdent thatif we behave like that, the customers in turn will behave the same way to us. Thank you very much. So we'll take the ﬁrst questions from institutional investors compiled by SayTechnologies.",0.027946703135967255,0.17871032655239105,0.7933430075645447
,"China recently announced changes to its NEVsubsidy program. To what extentis there room for Tesla to lower manufacturing costs in China and pass those savings to buyer sothey can qualify for the subsidy? Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. So we are making rapid progress on lowering the production cost in China. And we're actuallyexcited to announce on this call that we will be reducing the price of the standard range Model 3basically tomorrow, China time. So the day after tomorrow, California time, but tomorrow, Chinatime. And that will be a price below the subsidy limit. We feel conﬁdent that, that will still be avehicle that delivers a good gross margin.Zachary J. Kirkhorn -- CFOYes. And on the manufacturing cost portion of the question, the cost of vehicles produced inShanghai in Q1 is already lower than the cost to produce the Model 3 in Fremont, and there's stillsigni�",0.11077354103326797,0.5592710971832275,0.3299553692340851
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorWell, it has caused us to look closely at our cost structure and to be more efﬁcient as a company. So I think that there'sclearly an uncertain future ahead. It's a bit of a bumpy road. But I think the long-term prospects areextremely good. Anything you guys want to add? Zachary J. Kirkhorn - CFOYes, I agree with that, Elon. The prioritization on the key projects will enable us to execute moreef ﬁciently and faster on them, which I think is great. Thank you. The next question is, Andy Grove once said that great companies are improved bycrises. In which way has Tesla improved or is expected to improve coming out of COVID-19?",0.07719382643699646,0.2688209116458893,0.6539852023124695
,"Elon Musk: We don't want to preempt Battery Day. We want to -- leave theexciting news for that day, but there will be a lot of exciting news to tell. We think probably the right timing will be the -- probably the third week of May. And depending upon whatwe're allowed to do, it will either be in California or Texas. And I think it would beone of the most exciting days in Tesla's history. And we're just trying to ﬁgure out theright timingfor that. Thank you. The next question is from institutional investor is, can you give us a brief preview of theBattery Day by generally highlighting steps Tesla is taking to improve self-energy density and timeline for introduction?",0.05229587107896805,0.2755742073059082,0.6721299290657043
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOSo there's a couple of things on the ﬁnancials for Full Self-Driving. Currently, in North America,it's sold for $7,000 as an option. We take roughly half of that as revenue, and the other half of itgoes into deferred revenue. That's associated with features that will be released with time. Ourdeferred revenue balance is continuing to grow. It's a little bit over $600 million. And then cars going forward, once the feature is released, we canrecognize that revenue. So I mean, this is one of what we think will be one of the most powerful grossmargin levers with time as the feature suite is rolled out.",0.12586522102355957,0.5040611028671265,0.3700736463069916
,"Elon Musk: It's possible that it's 40%. I would be very shocked ifit's less than 40% even with force majeure, short of World War III. Thank you. And now let's go to the questions from retail investors. Question number one, Elon hasmentioned a 50% compound annual growth target for Tesla in the past. Is this still in line withTesla's ambitions for the next 5 to 10 years? This would be 4 million vehicles in 2025 and morethan 20 million vehicles by 2030. Is 40% a more realistic target?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & Director",0.13284701108932495,0.5986645221710205,0.26848849654197693
,"Elon R. Musk: We will announce the next Giga possibly as soon as a month. It will certainly be within 3months and possibly 1 month. And that would be in the U.S. So as for how many will be in 5 years? I'm not -- I don't know right now what that number would be. I guess several more than there are today, but some number more than today. And so the absolute number of Giga factories we mayultimately build might be less, but each one is larger. That's under our belief that just signiﬁcantef ﬁciencies by having as much as possible and similar product lines under the same roof.",0.12682650983333588,0.6850451231002808,0.18812836706638336
,"Elon Musk: I think the long-term trend for Solar Roof is extremely good. I'm conﬁdent that, let's say,within the next, I don't know, year -- maybe even by end of year, we should be installing at a rate of1,000 a week. That's not in the middle of winter or something. It's like taking seasonality --allowing for seasonality where it's hard to install on roofs that are covered in snow and ice. We're alsoseeing a lot of interest outside of North America. So we do expect this to be a product that isinternational and actually seeing a tremendous amount of interest from China on the Solar Roof. And internally, we want to have at least 1,000 Solar Roof install teams with -- and taking a week orperhaps a little less than a week to do an install, which gets you 1, thousand a week roof installations. So it's really all about the install. And then like I said alsobuilding out the very diverse group of companies in the rooﬀng industry to alsoinstall Solar Roof that I think will scale -- allow us to scale far beyond 1,00,000 per week. And that's not a problem. We actually have demonstrated the ability tohit 1k a week gross build rate for the Solar Glass Roof already, so that's a problem, too.",0.13544274866580963,0.4463411569595337,0.4182160794734955
,"Elon R. Musk: I'm personally extremely excited to build a kick-ass HV AC system. Model S and X are the only cars in the world that have a hospital operating roomgrade heavy ﬁlters built in. So you can get to a particle count that is insanely lowwith our cars. That's why Model 3 and Y are -- they're no slouches. And 3 andY have like MERV 16 or 15 capable �akltration. Thank you. The next question is, can you elaborate on Tesla's plan to enter the residential and/orcommercial HVAC market? Can you provide some basics of how your system will work? Will youconsider the heat pump water heater market as well?",0.043677836656570435,0.15415531396865845,0.8021668195724487
,"When will Tesla start acquiring utilities like theHornsdale Power Reserve and Moss Landing instead of selling them battery storage? Does it makesense for Tesla to buy bigger plants and convert them?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorWell, we haven't really thought about that yet. It's not out of the question, but our brand is full. Our overarching goal is to helpaccelerate the advent of sustainable energy. And the 3 elements of that are sustainable powergeneration; then you've got to store the power, stationary storage; and then you're got to haveelectric transportation. So -- and we don't have like, say, speciﬁc market share goals or anything likethat.",0.13622459769248962,0.49664193391799927,0.3671334683895111
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorThanks. Zach, ﬁrst, for you, any real-time update on company liquidity at the end ofApril? Some companies have, given the circumstances, gone out of their way to give a little coloron that. Just want to get your shot at that. And I'd point out, I've had aroot canal before. AndI would agree, Elon, it was less painful than buying a car. Thank you very much. And we can move to analyst questions.OperatorOur ﬅrst question will come from Adam Jonas with Morgan Stanley.",0.22791384160518646,0.46892884373664856,0.303157240152359
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorYes. As I mentioned in my openingremarks, we do have an increase in inventory of vehicles that we were unable to deliver at the endof Q1. So we're making progress delivering those through April, which is helpful for liquidity. Andas we've been looking at liquidity, we've were looking at this over the next 18 months. And there'sups and downs to the liquidity. But in looking at the long-term horizon, which we're managing it right now, we feelpretty comfortable with the liquidity position of the company. Musk: We are a bit worried about not being able to resume production in the Bay Area,and that should be identiﬁed as a serious risk. We only have 2 car factories right now. 1 in Shanghaiand 1 in theBay Area. And the Bay area produces the vast majority of the cars that we make. It should be identified as a risk.",0.4337449073791504,0.46686598658561707,0.09938915073871613
,"The extension of the shelter-in-place or, frankly, I would call itforcibly imprisoning people in their homes against all their constitutional rights, that's my opinion. While Tesla willweather the storm, there are many small companies that will not. And all the people's -- everythingpeople have worked for their whole life is going to get -- is being destroyed in real time. Adam Michael Jonas - Morgan Stanley, Research Division - MDElon, on that point, you mentioned people that gave their lives to build the country. There have been a lot of comparisons drawn to the state of the U.S., he said. ""What the (expletive), excuse me, the outrage -- it's just outrage,"" he said of the bill. ""It's causing a lot to strife to a lotof people, yes,"" Jonas said.",0.8374812006950378,0.14246994256973267,0.0200488343834877
,"Elon Musk: It's high time we invested in infrastructure in this country. He says China's infrastructure is much better than ours. Musk: Europe has better infrastructure. It's really quite sad that the U.S.infrastructure, especially sort of roads and highways, is where it is today. And our airports, in a lot of cases, are in a state of disrepair, he says. ""I'm wondering if yousee this as a chance to make the crisis and all the loss and lives lost not be in vain,"" Musk asks. ""It's great. I think it's a great idea""",0.6537826657295227,0.24521541595458984,0.10100191086530685
,"I think the people aregoing to be very angry about this and are very angry. If somebody should be -- if somebody wantsto stay in their house, that's great. But to say that they cannot leave their house and they will be arrested ifthey do, this is fascist. This is not democratic. This isn't freedom. Give people back their goddamnfreedom. So -- and it's not just a question of money, it's a questionof will. Sometimes, we spend a lot of money on these things, but what are we gaining for it? So -- we really need to be thinking about what is the transportation of the future, not the transportationof the past.",0.9200422167778015,0.0620652511715889,0.017892563715577126
,"A question on Model Y , I was hoping you can elaborate a little bit more on the drivers of how thegross margin is already positive at such low volume. How much of it is a function of thecommonality with the Model 3? What other factors should we think about? And what does thatmean for the ampler for the eventual gross margin on ModelY?Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorZach?Zachary J. Kirkhorn - CFOSure. & Research AnalystA couple of thoughts there for Y . The ﬁrst is it does carry a higher ASP. So on the revenueside, it carries a higherASP than Model 3. And the deliveries that we started with were of thehigher ASP versions of the cars.",0.13094496726989746,0.7191870808601379,0.14986799657344818
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOSure. Sorry, we got disconnected for some reason. What was the question again? Let's go to thenext question, please.OperatorThe next question comes from Ben Kallo with Baird.Benjamin Joseph Kallo - Robert W. Baird & Co. Incorporated, Research Division - SeniorResearch AnalystSo just wondering about the cell strategy. In Reno, you have, obviously, integrated there. But you'rebuying cells, I think, in Shanghai and then, well, we think in Germany. And so how are you looking at that going forward? And then can you just talk about Mr. Mizuno and that Board addition andkind of the process with adding him to the Board? Zachary Kirkhorn: From a sales perspective, with all the partners we've had historically, in the future, we're justlooking for competitive technology and competitive pricing. I think we'll talk a little bit more aboutthis at Battery Investor Day, like, how we're approaching all of it. But -- so yes, I mean we don'thave like one model we're restricting ourselves to pursue. We're just trying to ﬁnd what's best forthe products in the long run. And then the other question about the Board is about the board. The board is a very important part of our strategy.",0.24237076938152313,0.6394664645195007,0.11816272139549255
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorI think, well, we all need a Hiro. And obviously, he brings tremendous amount of experienceinvesting at the highest levels in the world. And he's a very sensible, smart person who brings a lot to the Board and I think isgenerally recognized as such by many people.Benjamin Joseph Kallo - Robert W. Baird & Co. Incorporated, Research Division - SeniorResearch AnalystYes. I was asking about Mr. Mizuno entering the board and kind of the process behind that andwhat he brings to the board. Sorry, we couldn't hear the second part of the question.",0.05046800896525383,0.2979271113872528,0.651604950428009
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorNo. I think this has got nothing to do with the Panasonic relationship. We meet regularly one-on-one and talk all the time. And sothat relationship is strong. Just -- he brings more -- a broader, I think, global strategic view to theBoard.OperatorOur next question will come from Gene Munster with Loup Ventures.Charles Eugene Munster - Loupventures, LLC - Managing Partner, Co-founder & Head ofResearchCongratulations on the progress. Elon, you talked about full autonomy by the end of the year. Iwould love for you to walk through the rollout strategy of the Tesla Network app and how that'sgoing to look prior to the robotaxi stage. Are you going to gradually take over human routes withautonomous capable routes over time? Or how do you see that playing out?",0.05820605531334877,0.4333638548851013,0.5084301233291626
,"So we run any car changes through a battery test and simulation. And then we release it to a small groupof private beta testers within the company. Then to a larger beta audience, including people outsidethe company; then to Early Access Tesla owners; and then, ﬁnally, a broad release. And so there aremany stages that these things go through. And the software that's at the very earlystage is much more advanced than what people are seeing.So it just got to go through a very rigorous safety process. So essentially, we need to get very good at extensive testing. And of course,we run it -- we have a simulations team that has, I think, a very good simulation of the real world. And we test the releases in the realworld.",0.041486743837594986,0.2823486030101776,0.6761646270751953
,"The Autopilot's engineering team is -- we just have an extremely talented group, and I'mdeeply involved with the team. So we talk every week and meet every week when we can becausenow physical meeting is difﬁcult. And I feel like we have a tremendous amount of momentum, and we'll have thefunctionality, that's the Full Self-Driving, by the end of the year. Now after that functionality is released, there's still another step, which is to improve the reliabilityof it once it is released. Andthen we keep improving the reliability to a point where it no longer needs to be supervised by thedriver. And we provide a vast body of data to regulators to show them that this is the case. And thenpresumably, the regulators, depending on which jurisdiction it is, will agree.",0.0383845753967762,0.2668670415878296,0.6947484016418457
,"Elon R. Musk: We're going to get owners full autonomy, some level of that by the end of the year and then a human in the loop, Tesla Network app sometime, is it ﬁrst half of next year,would that be the hope? Charles Eugene Munster: The regulatory approvalprocess, that's difﬁcult for us to predict with accuracy because it's out of our hands. But for the restof it, I feel very good about where we are generally, says Munster, co-Founder and head of research at Loup Ventures. The goal is to get approval for theautonomous cars that can drive with no humans onboard. is, would give approval for that, Munster says.",0.07114845514297485,0.33213213086128235,0.5967194437980652
,"Elon Musk: I believe thateverything I've ever said would come true, did come true. It may come true late, but it did cometrue. So punctuality is not my strong suit, but I always come through. I think -- or it might beright but offset by a few weeks to a few months; in some cases, a few years. But I think it's quite likely, in my view -- again, I could be wrong, I'm -- as you see it, we're aheadin some areas, and we're behind in others because -- when I give a guess, I give the guess that Ithink is the likely midpoint, not the point with lots of margin. So then that necessarily means at least half of my predictions will be wrong and half will be right.",0.1952044665813446,0.6079279184341431,0.19686761498451233
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOSequential market improvement -- margin improvement?Elon R. Musk - Co-Founder, CEO & DirectorYes. So I think we couldsee robotaxis in operation with the network ﬂeet next year, not in all markets but in some. in the end.Pierre C. Ferragu - New Street Research LLP - Global Team Head of Technology Infrastructure. One on gross margin, ﬁrst, and your impressive performance in Q1. The Model Y ramping, even if it broke even, it probably tookaverage gross margin down; and of course, you had like Fremont being closed, shut down the lastweek of the quarter. And so when I looked at how grossmargin evolved sequentially, excluding these 3 moving parts, I felt like your auto gross margincould have been up like a couple of points sequentially.",0.04612179100513458,0.40945184230804443,0.5444263815879822
,"I'll do my best here. a little bit of a hard time hearing the full questionhere because we're having a bit of network difﬁculty in the room. So when welook at margin, we do exclude credit, as you have. Model Y ramping, bringingdown overall gross margin, I agree with that as well. So it was lower than the overall average, andthat will increase with time. And shutdown and ef ﬁciencies in both Shanghai and in Fremont alsoweighed on margin. Even though it'sincreasing quickly and approaching Model 3, it still is below the average. And so I think the sentiment of your question was if you were to remove those factors, was there asequential increase in gross margin. I haven't speciﬀcally calculated that, but I think your intuition isright.",0.5205162167549133,0.38398677110671997,0.0954969972372055
,"Elon Musk: Thank you very much for all your great questions. Unfortunately, this is all the time we have today,and we'll speak to you again in 3 months' time. Thank you, and have a good day.OperatorLadies and gentlemen, this concludes today's conference call. Youmay now disconnect. The call is being broadcast live on Tuesday, April 29, 2020, at 10:30pm GMT. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http For support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch or click here.",0.06100301444530487,0.2328631728887558,0.7061337828636169
,"Elon R. Musk - Tesla, Inc. - Co-Founder, CEO & DirectorThanks, Martin. So Q3 was our best quarter in history. We achieved record production anddeliveries, record revenue, record net income, both GAAP and non-GAAP, and record free cashﬂow of $1.4 billion. This is really due to the amazing execution by the Tesla team. I could not bemore proud to work with such a great group of people. Just really (expletive) performance across --throughout the world. Of course, we had our Battery Day. So we hosted -- showed our batteries at our headquarters in California. And we also showed our cars around the world at our booth at the Mobile World Congress in New York City. So that was a lot of fun. It was a great way to kick off the year. And now, we're going to take your questions.",0.010975032113492489,0.026703013107180595,0.9623219966888428
,"I think Tesla's long-term competitive strength will be primarilymanufacturing. And I think we've got apretty good approach to it, which will only get better over time. And we'll continueto iterate on that and just recursively improve the core cell and battery technology. The result, we think, in in. plans for how we can expand in thefuture and improve core battery technology, core cell technology at the form factor level, chemistrylevel and I think most signiﬁcantly at the manufacturing technology level. It's counterintuitive, but I'm quite con ﬁdent this will be what happens. I think it's a very exciting time for Tesla.",0.018666382879018784,0.10600845515727997,0.8753252029418945
,"Giga Berlin will see ourﬁrst battery cell production line at scale. a few years, will be batteries that cost half as much and where the capitalexpenditures required are 1/3 or less of what they are today. And there's a lot of really talented people in that teamwho've worked incredibly hard to make the -- to get the beta release out. And it's just a very smart group of people. So I think we're startingvery slow and very cautiously because the world is a complex and messy place. And so we're -- weput it out there last night, and then we'll see how it goes.",0.1835465431213379,0.39259326457977295,0.4238601624965668
,"It's because everyone is programming it by askingquestions all the time and clicking on particular links. So it's got this great feedback loop, and thatmakes it an extremely effective search engine. It's the same thing for autonomy. Having on theorder of 1 million cars that are providing feedback and speciﬁcally feedback on strange corner casesituations that you just can't even come up with in simulation, this is the thing that is reallyvaluable. But weird cornercases, only a reality can give you that. So that's -- but we're able to say, okay, we need to train thesystem on this corner case situation and look for examples so we can then try it against thoseexamples and improve some very esoteric corner cases.",0.06512121111154556,0.22029173374176025,0.7145870327949524
,"The Tesla China team is just, Imean, incredibly good. Super smart, work hard. It's beyond all reasonable expectations. That is the system that we are developing and aiming to release this year. Then in terms of capacity build out, we're making progress on 3 major factories. We're continuingto expand Shanghai signiﬁcantly, which is going incredibly well.And then we're under construction in Berlin and Texas -- and Austin. So we're also making goodprogress there. Yes. Good. I should make a point that for Berlin and Austin,we do expect to start delivering cars from those factories next year. But because of the exponentialnature of the spool up of a manufacturing plant, especially one with new technology, it will start offvery slow at ﬁrst and then become very",0.028299806639552116,0.0980597585439682,0.8736404180526733
,"Zachary J. Kirkhorn - Tesla, Inc. - CFOYes. Thank you, Elon. Overall, our ﬁnancial health continues to rapidly improve with Q3 beinganother great quarter on nearly all dimensions, as Elon has mentioned. On net income, we achievedour ﬀfth sequential quarter of proﬁtability, our bestNet income, and nearly double-digit operatingmargins. On automotive gross margin, including regulatory credits, it increased materially from 18.7% to 23.7%, with some of our programs achieving greater than 25% gross margin. Keep in mind thatinefﬀciencies related to regulatory credits are not included in our financial results for the third quarter of this year, but we expect them to be included in the fourth quarter of 2014. We are tracking to more than double this yearcompared to last. The second andthird tranche of the CEO grant vested during the quarter.",0.03954657167196274,0.22711776196956635,0.7333356738090515
,"Our cash balance increased to $14.5 billion, which includes free cash of $1.4billion, our highest yet. Our operating cash ﬂows were $2.4 billion, including a $600 million beneﬁt from working capital. Capital expenses grew to $1 billion, driven by Model Y. In the Energy business, we achieved record storage deployments, aided bythe positive reception of the Megapack and Powerwall products as production and deploymentsgrow. Additionally, our solar deployments doubled, and we're continuing to make progress on thatfront. We continue to reduce ourmanufacturing and operational costs, which is a core component of our cost reduction strategy.",0.030872931703925133,0.254452109336853,0.7146749496459961
